,term,cnt
0,remained,1
1,known,1
2,revived,1
3,digraph,1
4,scribes,1
5,instead,1
6,printing,1
7,bliss,1
8,middle,1
9,times,1
10,small,1
11,replaced,1
12,ltwgt,1
13,purpose,1
14,runes,2
15,continued,1
16,ƿynns,1
17,poems,1
18,modern,3
19,unicode,1
20,search,1
21,earliest,1
22,denotation,1
23,standard,1
24,used,2
25,phoneme,1
26,reconstruction,1
27,proto-germanic,1
28,wunjô,1
29,allowing,1
30,ƿynn,3
31,character,1
32,called,2
33,orthography,1
34,period,1
35,early,1
36,futhark,1
37,rune,3
38,influence,1
39,retrieved,1
40,circa,1
41,extension,1
42,norse,1
43,usual,1
44,spelled,1
45,falling,1
46,alphabet,4
47,sounds,1
48,visual,1
49,capital,2
50,latin,5
51,century,1
52,sound,1
53,runic,1
54,resemblance,1
55,wynn,5
56,developed,1
57,eventually,1
58,represent,2
59,gothic,1
60,substitute,1
61,vend,3
62,wunjo,1
63,younger,1
64,anglo-saxon,2
65,english,5
66,borrowed,2
67,winja,1
68,letter,9
69,soon,1
70,briefly,1
71,practice,1
72,texts,2
73,french,1
