,term,cnt
0,having,1
1,arguably,1
2,pronoun,3
3,gotländska,1
4,poet,1
5,printing,1
6,rank,1
7,middle,2
8,features,3
9,particularly,5
10,entitled,1
11,remain,1
12,numerals,1
13,transport,1
14,national,7
15,exist,2
16,variant,5
17,hanseatic,1
18,nagellackborttagningsmedel,1
19,urban,1
20,dictionary,2
21,emphasis,1
22,upswing,1
23,franca,1
24,cross-borrowing,1
25,estonia,4
26,laurentius,2
27,dictionaries,2
28,dead,1
29,solely,1
30,person,6
31,building,1
32,late,4
33,continuum,3
34,mälardalen,1
35,stol,1
36,native,4
37,letters,7
38,adverbs,2
39,removed,1
40,special,3
41,dialect,8
42,especially,4
43,specific,2
44,smygfilma,1
45,domain,1
46,stem,1
47,traits,1
48,limited,3
49,reached,1
50,autonomous,1
51,recommendations,1
52,intelligible,2
53,second,4
54,inflections,2
55,dalsland,1
56,proto-norse,2
57,years,2
58,double,1
59,stabilized,1
60,france,1
61,accurately,2
62,raged,1
63,österbotten,2
64,structure,1
65,inflected,4
66,letter,2
67,councils,1
68,project,1
69,hälsingland,1
70,descended,1
71,recent,1
72,view,1
73,typeface,3
74,declined,1
75,remained,2
76,prefer,1
77,considered,10
78,size,1
79,population,4
80,greek,1
81,elder,1
82,morphology,1
83,complex,2
84,translation,6
85,institute,2
86,swedish-estonian,1
87,descendant,1
88,stolarna,1
89,characteristic,1
90,forced,1
91,calques,1
92,north,9
93,expatriates,1
94,house,2
95,journalists,1
96,sankt,1
97,russia,1
98,variations,1
99,bohuslän,2
100,example,5
101,retail,1
102,information,2
103,type,1
104,urbanization,1
105,parliamentary,1
106,finns,1
107,diacritics,2
108,kastrén,1
109,sound,3
110,previously,2
111,språkrådet,1
112,onwards,2
113,editions,1
114,date,1
115,månne,1
116,coast,2
117,indo-european,1
118,debate,1
119,make,1
120,near-incomprehensible,1
121,samples,2
122,known,1
123,quality,1
124,unlike,2
125,plus,1
126,created,3
127,verbs,11
128,similarity,2
129,longer,1
130,mass,2
131,order,4
132,small,1
133,municipalities,3
134,division,1
135,million,3
136,german,15
137,characteristics,1
138,undisturbed,1
139,perceived,1
140,skånska,1
141,conducted,1
142,evolved,2
143,bible,7
144,unaware,1
145,syllables,1
146,finite,1
147,nivå,1
148,derivation,1
149,slang,1
150,consonants,2
151,origin,1
152,primary,1
153,sparsely,1
154,distinguished,1
155,main,8
156,believed,2
157,considerable,1
158,fisken,3
159,prepositional,1
