,term,cnt
0,courses,10
1,summer,1
2,linden,1
3,having,1
4,chosen,1
5,funding,3
6,dean,1
7,distance,4
8,owns,1
9,middle,1
10,tmas,1
11,a-level,1
12,particularly,1
13,carp,1
14,properties,1
15,venues,1
16,national,1
17,pro-vice-chancellor,1
18,henry,3
19,component,3
20,need,1
21,combining,1
22,realized,1
23,grady,1
24,opposition,1
25,monica,1
26,ancient,1
27,carry,1
28,watches,1
29,person,2
30,late,2
31,movement,1
32,phoenix,1
33,programmes,11
34,certhe,1
35,special,1
36,mars,1
37,increasing,1
38,science,7
39,mathematics,1
40,stem,1
41,limited,3
42,aged,2
43,accumulation,1
44,promotion,2
45,hisher,1
46,singer,1
47,involvement,1
48,second,2
49,years,6
50,commitment,1
51,ill-health,1
52,translates,1
53,american,1
54,natalya,1
55,project,1
56,russell,1
57,andor,1
58,soap,1
59,timed,1
60,philosopher,3
61,award,2
62,day-long,1
63,host,1
64,team,2
65,joan,1
66,assignments,3
67,instead,1
68,selection,2
69,presented,2
70,college,2
71,appearances,1
72,size,1
73,lecturers,2
74,institute,5
75,launch,1
76,increasingly,1
77,wetherell,1
78,intervals,1
79,excellent,1
80,ocas,1
81,messages,1
82,physical,2
83,twice,2
84,zarnecki,2
85,smith,1
86,kingdom-based,1
87,modernising,1
88,active,1
89,philosophical,1
90,communications,1
91,course-based,1
92,example,1
93,atlantic,1
94,commission,1
95,commercial,1
96,sciences,4
97,prime,3
98,researching,1
99,liberal,1
100,starting,1
101,economy,1
102,service,2
103,businessman,1
104,unions,2
105,competitive,1
106,seven-year,1
107,hall,3
108,equally,1
109,beng,1
110,complete,1
111,student,8
112,ford,1
113,employees,2
114,qualification,1
115,places,2
116,graduates,2
117,disc-based,1
118,bell,1
119,graded,1
120,carried,1
121,plus,3
122,quality,1
123,known,2
124,unlike,2
125,sheila,1
126,doreen,1
127,related,1
128,moving,1
129,diploma,1
130,mass,1
131,order,3
132,practical,2
133,million,5
134,tutorials,2
135,cybernetician,1
136,points,2
137,contributors,1
138,joint,1
139,personality,1
140,vacations,1
141,build,1
142,main,3
143,believed,1
144,kong,1
145,interpreter,1
146,pgce,1
147,multiple-choice,1
148,assistance,1
149,exemption,1
150,paper,1
151,business,8
152,advanced,2
153,started,1
154,rose,2
155,physicist,2
156,off-campus,1
157,lincoln,1
158,private,2
159,mbas,1
160,significant,1
161,dawn,1
162,continual,1
163,faizey-webster,1
164,undertake,1
165,regular,1
166,historian,3
167,help,2
168,announced,2
169,licence,1
170,aimed,1
171,large,2
172,ruskin,1
173,educating,1
174,envisioned,1
175,time,7
176,week-long,1
177,additional,1
178,touch,1
179,technological,1
180,advantage,1
181,cumulatively,1
182,ranked,1
183,marshal,1
184,administration,1
185,agency,1
186,modules,24
187,soldier,1
188,completed,4
189,secretaries,1
190,circumstances,1
191,grade,1
192,grant,1
193,wilkinson,1
194,design,2
195,satisfaction,1
196,educational,2
197,union,2
198,syllabus,2
199,loans,1
200,allow,1
201,linked,1
202,specially-adapted,1
203,james,1
204,chaired,1
205,management,2
206,various,1
207,grading,1
208,weeks,1
209,head,1
210,communication,1
211,site,2
212,included,1
213,colleagues,1
214,david,3
215,exceeded,1
216,politician,1
217,depending,1
218,england,2
219,rita,1
220,separate,1
221,mace,1
222,gain,2
223,offender,1
224,continuing,1
225,laurels,1
226,alcoholic,1
227,decreasing,1
228,technicians,1
229,weighted,2
230,bachelor,3
231,broadcasters,2
232,marwick,1
233,mainstream,1
234,degree,24
235,love,1
236,sit-com,1
237,scheme,1
238,catherine,1
239,diplomas,6
240,levels,1
241,democrat,1
242,higher,8
243,classification,1
244,assigned,1
245,fledgling,1
246,teacher,1
247,openlearn,2
248,steadfast,1
249,assessment,5
250,johnston,1
251,individual,1
252,advocate,1
