,term,cnt
0,largely,1
1,farallon,1
2,remnant,1
3,located,1
4,fracture,2
5,juan,3
6,sovanco,1
7,remains,1
8,runs,1
9,province,1
10,west,1
11,gorda,2
12,united,1
13,plate,6
14,once-vast,1
15,near,1
16,explorer,2
17,tectonic,1
18,north,2
19,fuca,3
20,hydrothermal,1
21,northwest,1
22,east,1
23,spreading,1
24,coasts,1
25,boundary,1
26,south,1
27,nootka,1
28,megaplume,1
29,center,1
30,triple,1
31,blanco,1
32,axial,1
33,pacificfarallon,1
34,columbia,1
35,states,1
36,ridge,6
37,washington,1
38,geology,1
39,pacific,2
40,vent,1
41,northward,1
42,zone,2
43,canada,1
44,american,1
45,fault,1
46,british,1
47,cataclysmic,1
48,state,1
49,seamount,1
50,junction,1
51,transform,1
52,subducted,1
