,term,cnt
0,pure,1
1,creates,1
2,portland,2
3,soil,4
4,properties,1
5,differentiate,1
6,extinguish,1
7,laxative,1
8,color,1
9,cement,3
10,granular,1
11,science,1
12,colorimetry,1
13,cramping,1
14,precipitate,1
15,american,1
16,structure,2
17,mechanism,1
18,prediction,1
19,stabilization,2
20,wallboards,1
21,poor,1
22,burning,3
23,library,1
24,consumer,1
25,physically,1
26,technologies,1
27,characteristic,1
28,humans,1
29,oxidation,1
30,fumes,1
31,burned,1
32,cause,1
33,electrical,3
34,temperature,1
35,barrier,1
36,commercial,1
37,example,1
38,construction,4
39,deterioration,1
40,stabilizing,1
41,lowest,1
42,heat-resistant,1
43,slowing,1
44,effects,2
45,foundry,1
46,known,4
47,created,1
48,related,1
49,element,1
50,order,1
51,small,1
52,characteristics,2
53,refractive,1
54,bonding,1
55,capacity,2
56,dust,1
57,calcium,1
58,pressed,1
59,mgos,1
60,medicine,1
61,paper,2
62,transparent,1
63,stable,2
64,magnesia,7
65,source,1
66,process,2
67,remaining,1
68,ions,2
69,preserving,1
70,metal,4
71,intensity,1
72,waste,5
73,light,2
74,blended,1
75,alkalinity,1
76,crystalline,2
77,management,1
78,various,1
79,bioavailability,2
80,desiccant,1
81,principal,1
82,powdery,1
83,mesh,1
84,trademarked,1
85,compacted,1
86,separate,1
87,remediation,2
88,cable,1
89,literally,1
90,noticeable,1
91,termite,1
92,at-risk,1
93,mgo-assisted,1
94,agricultural,1
95,antacid,1
96,heavy,2
97,fracture,1
98,kodak,1
99,reversed,1
100,relatively,2
101,infrared,1
102,smoked,1
103,expansive,1
104,complexes,1
105,diffusing,1
106,integrating,1
107,ribbon,1
108,allows,1
109,moisture,2
110,stomach,1
111,experimented,1
112,collections,1
113,occurs,1
114,products,4
115,thermal,1
116,certain,1
117,ionic,1
118,acidic,2
119,formula,1
120,handling,1
121,surface,1
122,neutralizes,2
123,toughness,1
124,making,1
125,aluminium,1
126,populations,1
127,manganese,1
128,particular,1
129,minimize,1
130,fume,1
131,chloride,1
132,average,1
133,usually,1
134,cadmium,1
135,solubility,2
136,cost,1
137,naturally,1
138,forms,1
139,nausea,1
140,attractive,1
141,create,1
142,reduce,1
143,regarded,1
144,carbonate,1
145,relief,1
146,devices,1
147,aerosolized,1
148,states,1
149,power,1
150,grain,1
151,acid,1
152,elements,1
153,material,6
154,produce,1
155,plasma,1
156,low-quality,1
157,periclase,1
158,oxide,17
159,acids,1
160,ideal,1
161,peroxide,1
162,environmental,2
163,historically,1
164,minimizing,1
165,sphere,1
166,amounts,1
167,production,1
168,fertilizer,1
169,crystal,1
170,support,1
171,effectively,1
172,ceramics,1
173,supplement,1
174,symptoms,1
175,items,1
176,hard,1
177,open,1
178,polarization,1
179,mold,1
180,include,1
181,nitride,2
182,lattice,1
183,sources,1
184,added,2
185,barium,1
186,insulator,2
187,bright,2
188,plants,1
189,achieved,1
190,heat,1
191,presence,1
192,fireproofing,1
193,toxic,1
194,deacidification,1
195,consists,1
196,shows,1
197,hygroscopic,1
198,harmful,1
199,provided,1
200,inhalation,1
201,lime,2
202,yellow,1
203,deposited,1
204,abbe,1
205,superior,2
206,benefit,1
207,water,3
208,alba,2
209,produced,1
210,conditions,1
211,largest,1
212,used,16
213,applications,1
214,important,1
215,aquifer,1
216,held,1
217,thermally,1
218,negra,1
219,drive,1
220,white,4
221,spin,1
222,produces,1
223,plant,2
224,easesafety,1
225,normally,1
226,books,1
227,metal-hydroxide,1
228,pilot,1
229,dissolved,1
230,sizes,1
231,sulfur,1
232,indigestion,1
233,concentrations,1
234,according,1
235,owing,2
236,ingredient,1
237,nanoscale,1
238,widely,1
239,temperatures,1
240,wastewater,1
241,magnetron,1
242,mobility,2
243,solubilities,1
244,refractory,3
245,groundwater,3
246,high,5
247,combustion,1
248,radionuclides,1
249,essential,1
250,crucible,1
251,magnesium,23
252,papers,1
253,voids,1
254,crack,1
255,good,1
256,minimal,1
257,reflectivity,1
258,flame,1
259,sputtering,1
260,generation,1
261,effectiveness,2
262,industrial,1
263,industry,2
264,species,4
265,kiln,1
266,easily,1
267,systems,2
268,lead,1
269,coating,1
270,libraries,1
271,sour,1
272,materials,2
273,compounds,1
274,displays,1
275,tubular,1
276,isolation,1
277,empirical,1
278,eastman,1
279,range,2
280,chemically,1
281,obsolete,1
282,crushed,1
283,sulfide,1
284,basic,1
285,buffering,2
286,strength,2
287,society,1
288,additionally,1
289,solution,2
290,conductivity,1
291,ones,1
292,improve,2
293,evolutionary,1
294,designation,1
295,extensively,2
296,transuranic,1
297,inhibit,1
298,black,1
299,containing,1
300,refers,1
301,microbial,1
302,resistance,4
303,hydroxide,2
304,solid,1
305,aqueous,1
306,covered,1
307,spin-tunneling,1
308,imperative,1
309,transforming,1
310,condition,1
311,rate,1
312,doping,1
313,metals,6
314,place,1
315,optics,1
316,chemical,1
317,protective,1
318,metals-contaminated,1
