,term,cnt
0,meters,2
1,apophis,1
2,striking,1
3,asteroids,1
4,assessments,1
5,torino,1
6,observations,2
7,calculated,1
8,asteroid,3
9,diameter,2
10,june,2
11,slight,1
12,apollo,1
13,ruled,1
14,close,1
15,approach,1
16,march,1
17,written,1
18,table,1
19,happen,1
20,earth,3
21,likelihood,1
22,come,1
23,thought,1
24,quickly,1
25,days,4
26,january,1
27,rated,1
28,scale,1
29,zero,1
30,near-earth,1
31,impact,2
32,determined,1
33,chance,3
34,risk,2
35,additional,1
36,showed,1
37,observation,3
38,impacting,1
39,probability,1
40,estimated,1
41,downgraded,1
42,modest,1
43,based,1
44,sentry,1
45,later,1
