,term,cnt
0,clearly,1
1,resides,2
2,nawaa,1
3,horologium,1
4,radio,1
5,hydra-centaurus,1
6,neighboring,1
7,subparts,1
8,method,1
9,positional,1
10,masses,1
11,stretched,1
12,entire,1
13,nearby,1
14,inward,1
15,dark,1
16,home,1
17,heading,1
18,milky,3
19,given,1
20,gravitational,2
21,heavens,1
22,solar,1
23,define,1
24,virgo,3
25,group,1
26,galaxy,9
27,wall,1
28,eridanus,2
29,center,1
30,groups,1
31,abell,3
32,especially,1
33,point,2
34,traversing,1
35,bound,1
36,consists,2
37,light-years,1
38,navigate,1
39,essentially,1
40,southern,1
41,analysis,1
42,immense,1
43,project,1
44,collection,1
45,universes,1
46,clouds,1
47,team,1
48,cluster,2
49,college,1
50,times,1
51,complex,1
52,kapiolani,1
53,neighbouring,1
54,local,5
55,projected,1
56,expansion,1
57,redshifts,1
58,associate,1
59,structures,1
60,telescopes,1
61,napoleon,1
62,analyse,1
63,largest,1
64,polynesian,1
65,used,3
66,tony,1
67,means,1
68,massive,1
69,thousand,1
70,making,1
71,information,1
72,filtering,1
73,directed,1
74,african,1
75,edges,1
76,lani,1
77,dorado,1
78,language,1
79,great,2
80,superclusters,5
81,previously,1
82,shapley,3
83,connected,1
84,flow,1
85,pacific,1
86,approximate,1
87,zone,1
88,akea,1
89,coma,1
90,distinguish,1
91,perseus-pisces,1
92,inside,1
93,nearest,1
94,known,4
95,torn,1
96,unlike,1
97,motion,1
98,gravitationally,1
99,well-defined,1
100,mass,2
101,central,1
102,knowledge,1
103,centaurus,2
104,spacious,1
105,honors,1
106,direction,1
107,constituent,1
108,allowing,1
109,avoidance,1
110,undetectable,1
111,peculiar,1
112,shown,1
113,laniakeas,1
114,antlia,1
115,immeasurable,1
116,clusters,3
117,walls,1
118,large,1
119,megaparsecs,1
120,larger,1
121,cosmic,1
122,time,1
123,illustris,1
124,astronomer,1
125,difficult,1
126,fairall,1
127,norma,2
128,attractor,2
129,ocean,1
130,hercules,1
131,number,1
132,suggested,2
133,greater,1
134,hawaiian,2
135,supercluster,19
136,showing,1
137,case,1
138,galaxies,4
139,limitation,1
140,hydra,2
141,community,1
142,energy,1
143,motions,3
144,pavo-indus,1
145,professor,1
146,astronomy,2
147,influences,1
148,wiener,1
149,heaven,2
150,near,1
151,focal,1
152,boundaries,1
153,definition,1
154,south,1
155,called,2
156,separate,1
157,approximately,1
158,stated,1
159,patterns,1
160,fornax,2
161,real,1
162,navigators,1
163,apart,1
164,works,1
165,including,1
166,laniakea,12
167,filament,1
168,void,3
169,encompasses,1
170,movements,1
