,term,cnt
0,decade,1
1,balanced,1
2,middle,1
3,continent,1
4,nasa,1
5,glaciers,1
6,filchner-ronne,1
7,antarctic,4
8,snow,3
9,data,1
10,enters,1
11,extend,1
12,directly,1
13,melting,4
14,icing,1
15,losses,1
16,shelves,5
17,caps,1
18,increasing,2
19,statistically,1
20,years,1
21,overall,1
22,shelf,3
23,trend,1
24,anomalies,1
25,analysis,1
26,forming,1
27,warming,3
28,changes,2
29,east,2
30,study,1
31,contains,1
32,gravity,1
33,times,1
34,expanding,1
35,glacier,1
36,streams,3
37,outnumbered,1
38,largest,1
39,roughly,2
40,surface,1
41,arctic,1
42,trends,1
43,earth,2
44,important,1
45,antarctica,11
46,floating,1
47,temperature,1
48,consequence,1
49,kilometres,2
50,eocene,1
51,seabed,1
52,vast,1
53,twenty-first,1
54,subglacial,1
55,rate,1
56,single,1
57,lake,1
58,eventually,1
59,miles,2
60,satellite,1
61,icebergs,1
62,average,1
63,transfer,1
64,coast,3
65,circulation,2
66,carried,1
67,polar,1
68,melt,2
69,moving,1
70,positive,1
71,major,1
72,mass,4
73,million,1
74,square,2
75,rests,1
76,greatest,1
77,declines,1
78,according,1
79,moves,1
80,followed,1
81,greenland,1
82,list,1
83,precipitation,1
84,passes,1
85,significant,2
86,level,1
87,global,1
88,speed,2
89,areas,2
90,century,1
91,increased,2
92,ocean,2
93,began,1
94,buttressed,1
95,continent-wide,1
96,occurring,1
97,linked,2
98,sheet,5
99,explain,1
100,cubic,2
101,west,4
102,likely,1
103,loss,1
104,atmospheric,2
105,turn,1
106,compacted,1
107,calve,1
108,decreasing,2
109,fast,1
110,area,2
111,falling,1
112,patterns,1
113,covers,2
114,contrast,1
115,land,6
116,ice-rafting,1
117,geography,1
118,causes,1
119,contribution,1
120,levels,1
121,showed,1
122,ross,1
123,pattern,1
124,form,1
