,term,cnt
0,consuls,1
1,chosen,1
2,imperator,1
3,position,1
4,collegiality,1
5,rank,4
6,entitled,1
7,dominate,1
8,serve,1
9,command,5
10,senatorial,3
11,came,1
12,given,2
13,triumviri,1
14,pontifex,1
15,invested,1
16,ancient,1
17,post,1
18,equitum,1
19,person,1
20,late,2
21,scarlet,2
22,maximus,1
23,empire,2
24,removed,1
25,office,1
26,term,2
27,vicarius,1
28,tetrarch,1
29,appointed,2
30,types,1
31,gaius,1
32,cursus,1
33,praetore,2
34,honorum,1
35,volunteered,1
36,word,1
37,imperium,2
38,overall,2
39,years,2
40,legate,5
41,independently,1
42,promagistrate,1
43,ambassador,1
44,consul,2
45,tribal,1
46,powers,1
47,consultum,2
48,received,1
49,officer,1
50,roman,7
51,cousin,1
52,augustus,2
53,superior,1
54,propraetorian,1
55,field,1
56,right,1
57,assemblies,1
58,governor,4
59,lictors,1
60,republic,2
61,lictor,1
62,shares,1
63,legatus,11
64,ex-praetor,1
65,legion,2
66,outranked,1
67,atlas,1
68,waist,1
69,commander,1
70,extended,1
71,provincial,3
72,constitution,5
73,military,2
74,nation,1
75,princeps,1
76,tied,1
77,booty,1
78,praetor,2
79,armour,1
80,emperor,3
81,anglicised,1
82,campaign,1
83,phrase,1
84,executive,1
85,attract,1
86,immediate,1
87,drawn,1
88,paludamentum,1
89,foreign,1
90,praetorian,1
91,auctoritas,1
92,successful,1
93,longer,1
94,order,1
95,papal,1
96,censor,1
97,legates,2
98,province,2
99,senatus,3
100,modern,1
101,distinguished,2
102,main,1
103,list,1
104,history,1
105,advanced,1
106,militum,1
107,decemviri,1
108,legislative,1
109,elaborate,1
110,consular,1
111,waist-band,1
112,centuriate,1
113,army,3
114,dictator,1
115,curiate,1
116,elite,1
117,large,1
118,countries,2
119,lucrative,1
120,legionis,1
121,ultimum,1
122,fasces,1
123,vigintisexviri,1
124,maiorum,1
125,generally,1
126,gallic,1
127,kingdom,1
128,helmet,1
129,officium,1
130,ambassadors,1
131,quaestor,1
132,legatio,1
133,proconsul,2
134,required,1
135,tribune,3
136,julius,2
137,mission,1
138,filled,1
139,wars,1
140,status,1
141,legionary,1
142,provinces,1
143,multiple,1
144,positions,1
145,survives,1
146,cincticulus,1
147,cases,1
148,legions,4
149,class,1
150,romes,1
151,unit,1
152,body,1
153,armys,1
154,separate,1
155,emperors,1
156,period,1
157,rome,3
158,plebeian,1
159,portal,1
160,praefectus,1
161,principate,1
162,ex-consul,1
163,tenure,1
164,governorship,1
165,aedile,1
166,lucius,1
167,equivalent,1
168,senate,2
169,caesar,3
170,subsequent,1
171,magisterial,1
172,magistrates,1
173,sense,1
174,higher,1
175,magister,2
176,citizenship,1
177,general,2
178,gave,1
179,tribunes,1
180,maximum,1
