,term,cnt
0,having,1
1,broadfoot,1
2,striking,1
3,distance,7
4,features,3
5,trapped,1
6,iiiecentaur,2
7,phenomenon,1
8,extremely,1
9,respect,1
10,kilometers,3
11,color,1
12,jupiter-saturn,1
13,operational,1
14,realized,1
15,traveling,5
16,viewed,1
17,need,1
18,endure,1
19,solar,9
20,pdsppi,6
21,length,1
22,heater,1
23,maryland,1
24,strangest,1
25,hydrogen,1
26,crust,1
27,late,2
28,thought,4
29,center,3
30,processes,1
31,kilopascals,2
32,modification,1
33,looks,1
34,tilted,2
35,neptune-triton,1
36,point,1
37,science,1
38,reached,1
39,amalthea,1
40,parallel,1
41,second,2
42,years,6
43,tape,1
44,lubricant,1
45,geological,1
46,project,2
47,exchanges,1
48,satellites,2
49,spectrometer,1
50,hubble,1
51,clouds,1
52,depleted,1
53,stabilization,1
54,operating,1
55,surprisingly,1
56,relative,4
57,remained,1
58,krimigis,1
59,warwick,1
60,instead,1
61,entered,1
62,temporarily,1
63,hypothesized,1
64,eddies,1
65,complex,2
66,locked,1
67,launch,5
68,rings,4
69,felt,1
70,darkening,1
71,rotated,1
72,thebe,1
73,profiles,1
74,radiation,2
75,accelerate,1
76,one-tenth,1
77,approach,4
78,north,4
79,twice,1
80,smith,1
81,active,3
82,communications,2
83,x-band,1
84,floating,1
85,temperature,6
86,electrical,1
87,sedna,1
88,information,3
89,celestial,2
90,directed,1
91,camera,1
92,proxima,2
93,complete,1
94,previously,1
95,heaters,2
96,program,3
97,catalog,13
98,archive,5
99,telemetered,1
100,date,1
101,places,1
102,effects,2
103,nearest,1
104,discovered,5
105,make,1
106,eruption,1
107,launched,5
108,known,4
109,gather,2
110,planets,8
111,took,1
112,longer,2
113,moving,1
114,mass,1
115,topographic,1
116,small,1
117,scheduled,1
118,family,1
119,event,2
120,conducted,2
121,evolved,1
122,cressida,1
123,hole,1
124,unexpected,1
125,lacking,1
126,memory,1
127,go-ahead,1
128,pressed,1
129,primary,3
130,then-new,1
131,rates,1
132,believed,1
133,shape,1
134,magnetometers,1
135,disc,2
136,probes,4
137,compare,1
138,significant,1
139,erroras,1
140,network,2
141,unusual,1
142,marking,1
143,encounters,2
144,large,6
145,voyager,71
146,passed,3
147,time,5
148,measurements,4
149,ring,5
150,ocean,1
151,bits,1
152,advantage,1
153,cape,1
154,weekly,1
155,jeopardy,1
156,deepest,1
157,later,2
158,dayglow,1
159,branch,1
160,concerning,1
161,technique,1
162,uranus,20
163,departure,1
164,intensity,2
165,light,4
166,transmission,1
167,case,1
168,allow,1
169,union,1
170,survival,1
171,james,1
172,visited,3
173,discovery,2
174,weeks,1
175,wavelength,2
176,neptune,17
177,principal,11
178,density,2
179,included,3
180,form,1
181,sideways,1
182,orbits,2
183,aacs,1
184,observed,2
185,separate,1
186,continuing,2
187,unable,1
188,corkscrew,1
189,gold-plated,1
190,illustrating,1
191,transceive,1
192,caltech,1
193,collectively,2
194,plotting,1
195,levels,2
196,showed,2
197,expanded,1
198,higher,1
199,ross,1
200,unique,2
201,plane,6
202,minutes,1
203,observe,1
204,planet-sized,1
205,volcanism,1
206,relatively,1
207,cordelia,1
208,scaled,1
209,close,2
210,pdsprn,11
211,antenna,2
212,telescope,1
213,send,1
214,putting,1
215,colorado,1
216,norman,1
217,ever-decreasing,1
218,early,3
219,decided,1
220,effect,2
221,bodies,1
222,august,6
223,uniformly,1
224,command,2
225,closer,2
226,magnetometer,2
227,uranian,9
228,investigator,11
229,oppositions,1
230,examined,1
231,northern,1
232,low-energy,1
233,shattered,1
234,poles,1
235,significantly,2
236,thrusters,2
237,described,2
238,exhibit,1
239,storms,1
240,marker,1
241,reach,5
242,caused,4
243,arrival,1
244,horizons,1
245,probed,1
246,problem,1
247,orientation,3
248,meaning,1
249,evidence,1
250,roughly,3
251,objects,2
252,currently,3
253,permits,1
254,overview,1
255,massive,2
256,backup,3
257,crustal,1
258,packages,1
259,making,1
260,visible,1
261,tilt,3
262,ultraviolet,1
263,rudolf,1
264,subsystem,1
265,determined,1
266,particular,1
267,single,1
268,exposed,1
269,telemetry,2
270,july,2
271,long,1
272,images,1
273,satellite,1
274,path,2
275,triton,7
276,titan,5
277,average,1
278,sure,1
279,revealed,1
280,rifting,1
281,successful,1
282,audio-visual,1
283,flyby,2
284,provides,1
285,involving,1
286,control,1
287,random,1
288,eris,1
289,disallowing,1
290,permanently,1
291,explore,3
292,radioisotope,1
293,scattered,1
294,timeline,1
295,scientific,3
296,reflects,1
297,website,11
298,grand,2
299,relief,1
300,computerized,1
