,term,cnt
0,having,1
1,supreme,1
2,snow,1
3,late,1
4,account,1
5,center,1
6,founder,1
7,spanish-american,1
8,court,1
9,hawaii,1
10,second,1
11,years,4
12,midwife,1
13,american,1
14,father,2
15,orthodoxy,1
16,apostle,2
17,news,1
18,assignments,1
19,poor,1
20,doubtful,1
21,upheld,1
22,lois,1
23,house,1
24,essentials,1
25,smith,48
26,topsfield,1
27,return,2
28,services,1
29,teachings,2
30,dedication,1
31,prominent,1
32,things,1
33,preached,1
34,worked,1
35,childbirth,1
36,previously,1
37,employees,1
38,deseret,9
39,shortly,2
40,destiny,1
41,make,1
42,known,1
43,conferences,1
44,small,1
45,family,2
46,heslop,1
47,capacity,1
48,origin,2
49,mans,1
50,spanish,1
51,mormon,1
52,advanced,1
53,tanner,1
54,significant,1
55,unusual,1
56,historian,4
57,help,1
58,hyrum,1
59,allan,1
60,blacks,1
61,time,4
62,hymnal,1
63,prophet,2
64,administration,1
65,writings,1
66,completed,1
67,third-longest,1
68,grant,1
69,quorum,5
70,allow,1
71,months,1
72,daughters,1
73,melchizedek,2
74,sing,1
75,hymn,2
76,spent,1
77,publications,1
78,president,14
79,david,2
80,sons,1
81,temple,4
82,revelation,1
83,assumed,1
84,england,1
85,richards,1
86,leaving,1
87,city,8
88,tenure,2
89,lambson,1
90,jessie,1
91,practice,1
92,toured,2
93,apart,1
94,christ,1
95,latter-day,2
96,parents,1
97,mormonism,1
98,apostleship,1
99,morrill,1
100,fielding,7
101,march,2
102,buchanan,1
103,requested,1
104,presidents,1
105,attempted,1
106,youngest,1
107,early,2
108,emyla,1
109,genealogical,4
110,write,1
111,august,2
112,appointed,1
113,mcconkie,2
114,josephine,1
115,priesthood,3
116,utah,3
117,marker,1
118,right,1
119,scholar,1
120,naomi,1
121,past,1
122,career,1
123,informed,1
124,browns,1
125,heed,1
126,specifically,1
127,wrote,2
128,salt,10
129,buried,1
130,lake,10
131,tabernacle,1
132,july,4
133,long,1
134,died,3
135,ship,1
136,babies,1
137,brown,2
138,trying,1
139,quorums,1
140,cerebral,1
141,mckay,2
142,book,5
143,lived,1
144,mexican,1
145,modern,2
146,release,1
147,ogden,1
148,steady,1
149,published,2
150,reduce,1
151,happen,1
152,relief,1
153,history,5
154,pregnancy,1
155,states,1
156,stay,1
157,hugh,1
158,questions,1
159,amelia,2
160,succession,1
161,introduced,2
162,views,1
163,april,2
164,sermons,1
165,lion,1
166,provo,1
167,lorenzo,1
168,improvement,1
169,church,26
170,janet,1
171,health,1
172,dell,1
173,written,1
174,called,2
175,present,1
176,completing,1
177,sphere,1
178,constitutionality,1
179,somewhat,1
180,organizational,1
181,shurtliff,1
182,wives,1
183,george,2
184,counselors,1
185,birth,1
186,support,1
187,works,1
188,hemorrhage,1
189,decade,1
190,compiled,1
191,agreement,1
192,vols,1
193,position,2
194,young,1
195,massachusetts,1
196,nearly,1
197,recommend,1
198,social,2
199,home,1
200,june,1
201,centralized,1
202,presidential,1
203,translated,1
204,staff,1
205,edmund,1
206,following,1
207,restructuring,1
208,cemetery,1
209,space,2
210,office,2
211,term,1
212,does,1
213,arizona,1
214,consolidated,1
215,born,4
216,conference,1
217,ensign,1
218,reorganized,2
219,superior,1
220,text,1
221,europe,1
222,seventy,1
223,earnestly,1
224,evolution,2
225,series,2
226,saints,1
227,withdrawal,1
228,company,1
229,leader,2
230,sponsored,1
231,delivered,1
232,funeral,1
233,school,1
234,julina,2
235,used,1
236,prolific,1
237,congregation,1
238,earth,2
239,left,1
240,ward,1
241,heber,1
242,seek,1
243,planning,1
244,board,1
245,doctrines,1
246,held,1
247,grandson,1
248,lewis,1
249,discussions,1
250,sent,1
251,great,1
252,tenth,1
253,gospel,3
254,abroad,1
255,questioned,1
256,married,5
257,talkson,1
258,magazines,1
259,ceremonies,1
260,joined,1
261,course,2
262,salvation,1
263,books,2
264,emily,2
265,short,1
266,work,1
267,allowing,1
268,orden,1
269,asael,1
270,classes,1
271,religious,2
272,missionaries,3
273,anti-bigamy,1
274,january,2
275,current,1
276,doctrinal,1
277,louie,3
278,answers,1
279,complications,1
280,high,1
281,georgina,1
282,rigid,1
283,provide,1
284,girls,1
285,permitted,2
286,themes,1
287,eldon,1
288,harold,1
289,question,1
290,saint,1
291,marked,1
292,journey,1
293,november,1
294,sisters,1
295,discourses,1
296,ella,1
297,doctrinally,1
298,criminalized,1
299,world,1
300,infant,1
301,evans,5
302,women,1
303,origins,1
304,area,1
305,brother,2
306,visit,1
307,presidency,4
308,british,1
309,including,1
310,association,1
311,general,1
312,sixth,1
313,radio,1
314,temples,1
315,grave,1
316,planet,2
317,working,1
318,able,1
319,entire,1
320,race,1
321,joseph,14
322,smiths,6
323,stake,2
324,given,2
325,douglas,1
326,group,1
327,progress,1
328,mens,1
329,fourth,1
330,restoration,1
331,recorder,3
332,society,6
333,english-language,1
334,choir,1
335,fact,1
336,plural,2
337,away,1
338,birthday,1
339,signs,1
340,english,1
341,missionary,3
342,wife,4
343,members,1
344,intended,2
345,department,1
346,study,2
347,times,2
348,named,2
349,appears,1
350,milton,1
351,year,1
352,mother,2
353,retain,1
354,successor,1
355,change,1
356,writer,2
357,sunday,2
358,travel,1
359,mutual,1
360,possibly,1
361,people,1
362,death,3
363,initiatives,1
364,distant,1
365,daughter,2
366,regards,1
367,turnover,1
368,ordained,1
369,december,1
370,edition,1
371,apostles,4
372,jesus,1
373,jonathan,1
374,boys,1
375,supervised,1
376,similar,1
377,churchs,5
378,member,2
379,moon,2
380,older,2
381,growth,1
382,archconservative,1
383,ethel,3
384,creationist,1
385,fundamental,1
386,elected,1
387,missions,1
388,began,3
389,perfection,1
390,number,2
391,britain,1
392,served,5
393,friend,1
394,mission,5
395,references,1
396,choose,1
397,warren,1
398,united,1
399,fathers,1
400,october,1
401,earlier,1
402,council,2
403,assistant,1
404,reynolds,4
405,performed,1
406,convince,1
407,instrument,1
408,marriage,3
409,principles,1
410,tour,1
411,bruce,2
