,term,cnt
0,submarine,2
1,frequency,2
2,ﬁeld,1
3,sloping,2
4,position,2
5,disturbance,1
6,munk,1
7,trough,1
8,models,3
9,explicitly,1
10,reported,1
11,forcing,1
12,relatively,1
13,include,2
14,kilometers,1
15,inhomogeneous,1
16,bring,1
17,warm,2
18,stagnant,1
19,surf,1
20,soliton,1
21,given,1
22,conﬁned,1
23,sources,1
24,break,4
25,wind,2
26,remove,1
27,oceanic,1
28,pulses,1
29,edge,1
30,result,1
31,sustain,1
32,satisfactorily,1
33,thought,1
34,movement,2
35,phase,1
36,processes,1
37,heat,1
38,shelves,3
39,locally,1
40,force,1
41,generate,1
42,effect,1
43,spatially,2
44,does,2
45,flux,1
46,parameterizations,1
47,instability,1
48,limited,1
49,densities,1
50,diurnal,1
51,strait,1
52,parcels,1
53,changed,1
54,luzon,1
55,wholly,1
56,buoyancy,1
57,shelf,1
58,understanding,1
59,spatial,1
60,swimmers,1
61,pool,1
62,rough,1
63,tide,8
64,surface-perhaps,1
65,andor,1
66,differences,1
67,enhance,1
68,kelvin-helmholtz,1
69,clear,1
70,gravity,4
71,reach,1
72,water,9
73,answer,1
74,mona,1
75,evolution,1
76,importance,1
77,complex,1
78,accounting,1
79,eddies,1
80,vertical,3
81,propagate,1
82,conditions,1
83,incorporated,1
84,formation,1
85,original,1
86,potentially,1
87,evidence,1
88,common,1
89,largest,2
90,midocean,4
91,change,1
92,surface,9
93,physical,2
94,semidiurnal,3
95,steep,2
96,thermoclinethen,1
97,flows,1
98,developing,1
99,oceans,1
100,happens,1
101,development,1
102,boundary,1
103,temperature,1
104,impinging,1
105,oscillate,1
106,scatter,1
107,return,1
108,topography,8
109,nonlinear,1
110,making,1
111,information,1
112,passages,1
113,briscoe,1
114,implies,1
115,beach,1
116,high-frequency,1
117,lines,1
118,relates,1
119,complete,1
120,rate,1
121,distant,2
122,simplest,1
123,interior,4
124,shoal,1
125,zone,2
126,tides,15
127,place,1
128,currents,1
129,nitrate,1
130,interactions,1
131,ridges,2
132,mixed,1
133,inside,1
134,parcel,2
135,circulation,3
136,column,1
137,resolve,1
138,known,1
139,difference,1
140,lost,2
141,inertial,1
142,related,1
143,oceanography,1
144,photic,1
145,major,1
146,interfacial,1
147,small,1
148,ferrari,1
149,surfers,1
150,produces,2
151,separated,1
152,restoring,1
153,similar,1
154,necessarily,1
155,passage,1
156,possible,4
157,downwards,1
158,propagates,1
159,compared,2
160,conclusion,2
161,interface,3
162,dissipation,2
163,generated,5
164,direction,1
165,constituent,1
166,dissipate,1
167,beachgoers,1
168,calm,1
169,occur,1
170,ﬂuctuations,1
171,tahiti,1
172,controlling,1
173,island,1
174,displaced,1
175,thousands,1
176,displacements,1
177,packets,1
178,level,1
179,waves,10
180,global,2
181,variable,1
182,areas,1
183,tidal,3
184,climate,1
185,large,3
186,impact,1
187,slopes,1
188,abyssal,1
189,larger,1
190,questions,1
191,upwards,2
192,inescapable,2
193,ocean,11
194,shoreward,1
195,high,1
196,suggest,1
197,relevance,1
198,source,1
199,cold,5
200,mixing,11
201,number,1
202,hour,1
203,layer,3
204,generally,1
205,hawaiian,1
206,continental,3
207,internal,31
208,providing,1
209,interaction,1
210,produce,1
211,notes,1
212,reduced,1
213,governed,1
214,deep,4
215,input,1
216,diffusivity,1
217,wave,8
218,energy,8
219,secondarily,1
220,explain,1
221,motions,2
222,radically,1
223,near,4
224,crest,1
225,principal,1
226,generation,2
227,beginning,1
228,density,1
229,site,2
230,waters,1
231,wunsch,1
232,macquarie,1
233,come,1
234,variability,1
235,dissipated,2
236,layers,1
237,signiﬁcant,1
238,issue,1
239,production,1
240,barotropic,1
241,patches,1
242,ridge,2
243,leaves,1
244,amplitudes,1
245,topographically,1
246,lunar,1
247,uniform,2
248,turbulent,1
249,breaking,3
250,mainly,1
251,equilibrium,2
252,levels,1
253,overshoot,1
254,different,1
255,engine,1
256,air-sea,1
257,periods,1
258,general,2
259,stratified,1
260,mesoscale,1
