,term,cnt
0,courses,1
1,studies,1
2,having,1
3,pontifical,8
4,institution,1
5,judicial,1
6,young,1
7,articles,1
8,assembly,5
9,entitled,1
10,masses,1
11,academy,13
12,academia,1
13,supreme,2
14,competitions,1
15,aims,1
16,roberto,1
17,literature,2
18,academies,1
19,ancient,1
20,emphasizing,1
21,requested,1
22,heard,1
23,pre-vatican,1
24,activities,1
25,office,1
26,term,5
27,appointed,3
28,academys,1
29,missal,1
30,catholic,2
31,limited,1
32,generations,1
33,promotion,1
34,councillors,3
35,archivist,1
36,consists,3
37,second,2
38,contexts,1
39,shows,1
40,secretary,7
41,vote,1
42,delegates,1
43,versions,1
44,father,1
45,state,2
46,replace,1
47,founded,1
48,members,6
49,view,2
50,recent,1
51,roman,1
52,spoken,1
53,peoples,1
54,headquartered,1
55,pontiff,2
56,study,2
57,seminarians,1
58,agenda,1
59,librarian,1
60,spataro,1
61,reach,1
62,named,1
63,institutions,1
64,institute,1
65,local,1
66,spread,1
67,formation,1
68,intends,1
69,year,2
70,lingua,1
71,used,1
72,proprio,1
73,means,2
74,extended,3
75,important,1
76,ordinary,5
77,academics,1
78,approves,1
79,coordination,1
80,extraordinary,1
81,absence,1
82,said,2
83,pontificia,1
84,task,1
85,held,1
86,language,6
87,latinitatis,1
88,priests,1
89,legally,1
90,trained,1
91,initiatives,1
92,particular,1
93,opinion,1
94,benedict,1
95,latina,1
96,culture,4
97,scholars,1
98,newest,1
99,alternative,1
100,tridentine,1
101,paul,1
102,known,3
103,concern,1
104,appoint,2
105,addition,1
106,usually,1
107,mass,4
108,supervise,1
109,respectively,1
110,reverend,1
111,five-year,5
112,necessary,1
113,knowledge,3
114,classical,1
115,modern,2
116,eleventh,1
117,correspondents,1
118,coordinating,1
119,academic,5
120,city-related,1
121,work,1
122,foundation,2
123,projects,1
124,ecclesiastical,1
125,member,1
126,advice,1
127,impediment,1
128,encourage,1
129,pope,3
130,assistance,1
131,advanced,1
132,goals,1
133,current,2
134,global,1
135,latin,13
136,motu,1
137,training,1
138,elected,1
139,represent,1
140,inaugural,1
141,seminars,1
142,preserve,1
143,relations,1
144,john,1
145,administration,2
146,meetings,2
147,authority,1
148,case,1
149,appreciation,1
150,duties,1
151,linked,1
152,patristic,1
153,attaining,1
154,academicians,5
155,chaired,1
156,matters,2
157,administrative,1
158,taught,1
159,latinitas,2
160,church,3
161,various,1
162,organize,2
163,professor,1
164,president,12
165,november,2
166,earlier,1
167,communication,1
168,achieve,1
169,council,12
170,written,1
171,medieval,1
172,emeritus,2
173,index,1
174,deliberates,1
175,exhibitions,2
176,plan,1
177,vatican,2
178,chair,1
179,city,1
180,convoke,1
181,teach,1
182,established,1
183,vernacular,1
184,consent,1
185,dionigi,1
186,humanistic,1
187,publish,1
188,congresses,1
189,maintain,1
190,promote,1
191,support,1
192,convoked,2
193,liturgies,1
194,depends,1
195,different,1
196,organisation,1
197,including,1
198,treasurer,1
199,connoisseurs,1
200,xxiii,1
201,replaces,1
202,care,1
203,form,1
204,ivano,1
