,term,cnt
0,plane,2
1,individual,1
2,radius,1
3,mounted,1
4,minutes,1
5,dome,1
6,located,1
7,michigan,1
8,working,2
9,spartan,1
10,national,1
11,diameter,3
12,rotating,1
13,on-site,1
14,tololo,1
15,data,1
16,hill,1
17,operator,1
18,length,1
19,varying,1
20,telescope,7
21,brazilian,1
22,noao,1
23,instruments,4
24,attain,1
25,retrieval,1
26,adjusted,1
27,pointing,1
28,reflecting,1
29,astrophysical,1
30,arcsec,1
31,consortium,1
32,carolina,1
33,southern,1
34,percent,1
35,commissioned,2
36,wind-shake,1
37,observing,1
38,structure,2
39,state,2
40,-diameter,1
41,field,2
42,gamma,1
43,goodman,1
44,image,2
45,operated,1
46,imager,4
47,shares,1
48,controls,2
49,focus,1
50,sifs,1
51,telescopes,1
52,internet,1
53,obstruction,1
54,largest,1
55,north,1
56,uses,1
57,active,1
58,entrance,1
59,astronomers,3
60,prime,1
61,partners,1
62,brazil,2
63,pixel,5
64,curvature,1
65,access,1
66,soar,2
67,remote,1
68,tertiary,1
69,ratio,1
70,optics,2
71,blur,1
72,university,2
73,median,1
74,quality,1
75,vibrations,1
76,integral-field,1
77,specifications,1
78,million,1
79,optical,4
80,elevation,1
81,secondary,1
82,points,1
83,chile,2
84,central,1
85,users,1
86,bent-cassegrain,1
87,capacity,1
88,modern,1
89,standby,1
90,weight-capacity,1
91,mirror,2
92,uvoptical,3
93,primary,1
94,tons,1
95,near-infrared,3
96,list,1
97,chapel,1
98,teams,1
99,current,1
100,nasmyth,1
101,switching,1
102,speed,1
103,maximum,1
104,universityctio,1
105,countries,1
106,spectrograph,4
107,remotely,1
108,time,1
109,induced,1
110,additional,1
111,astronomer,1
112,high,2
113,pachón,1
114,prevent,1
115,hgcdte,2
116,accomplished,1
117,pupil,2
118,osiris,1
119,inter-american,1
120,mirrors,1
121,metres,1
122,networks,1
123,chilean,1
124,facility,1
125,wavelength,3
126,astronomy,1
127,multiple,1
128,effective,1
129,zero-vignetting,1
130,observatory,2
131,unusually,1
132,focal,3
133,weighing,1
134,ctio,3
135,high-speed,1
136,instrument,1
137,user,1
138,lower,1
139,guaranteed,1
140,adaptive,1
141,ohio,1
142,cerro,2
143,foci,2
144,total,1
145,weatherproof,1
146,research,1
147,including,1
148,module,1
149,employed,1
