,term,cnt
0,commandments,1
1,dean,2
2,funding,1
3,scribes,1
4,welch,1
5,editors,4
6,entitled,2
7,national,3
8,repositories,1
9,snow,1
10,earliest,1
11,collecting,1
12,late,1
13,davidson,1
14,letters,1
15,movement,1
16,founder,1
17,special,1
18,whitmer,1
19,turley,1
20,second,1
21,years,1
22,assure,1
23,american,4
24,project,14
25,heather,1
26,manuscript,7
27,award,1
28,remained,1
29,yale,1
30,papyri,1
31,ronald,1
32,pronouncements,1
33,neilson,1
34,selected,1
35,robert,1
36,contribute,1
37,sales,1
38,smith,26
39,editorial,4
40,retail,1
41,sarah,1
42,commission,1
43,researching,1
44,context,1
45,directed,1
46,parkin,1
47,complete,1
48,underwood,1
49,terryl,1
50,nathan,2
51,program,1
52,deseret,1
53,documented,1
54,compass,1
55,directions,1
56,make,1
57,carried,1
58,quality,1
59,known,1
60,created,2
61,related,2
62,collect,1
63,division,2
64,correspondence,2
65,alma,2
66,continued,1
67,origin,1
68,publishing,2
69,hunter,1
70,joint,1
71,lorimer,1
72,mormon,6
73,transcriptions,2
74,truman,1
75,private,1
76,significant,1
77,historian,7
78,grow,2
79,waite,2
80,copy,1
81,allred,1
82,time,1
83,involved,1
84,additional,2
85,dozen,1
86,witness,1
87,later,1
88,writings,2
89,grant,1
90,godfrey,1
91,legal,1
92,james,2
93,gerrit,1
94,weeks,1
95,researchers,2
96,publications,2
97,david,2
98,revelation,3
99,cooperation,1
100,included,1
101,attended,1
102,chancellors,1
103,clerks,1
104,moroni,1
105,defendant,1
106,chair,2
107,historians,4
108,plaintiff,1
109,publish,2
110,pearl,1
111,housed,1
112,expanded,1
113,assigned,1
114,christ,2
115,accessible,1
116,holbrook,1
117,latter-day,1
118,gail,1
119,endorsement,1
120,minutes,2
121,mormonism,2
122,march,3
123,requested,1
124,managers,1
125,early,2
126,august,3
127,appointed,1
128,hedges,1
129,riley,1
130,historical,4
131,collections,1
132,supplied,1
133,criticism,1
134,versions,1
135,examined,1
136,collection,2
137,scholarly,1
138,nature,1
139,reid,1
140,christian,1
141,contain,4
142,emma,1
143,periodicals,1
144,plates,1
145,associate,1
146,sold,2
147,adams,1
148,richmond,1
149,facsimile,3
150,employee,1
151,jensen,3
152,william,1
153,widespread,1
154,effort,1
155,leaders,1
156,grua,1
157,jessee,2
158,july,2
159,official,2
160,blythe,1
161,scholars,1
162,oversight,1
163,givens,1
164,addition,1
165,book,10
166,hainsworth,1
167,textual,1
168,generated,1
169,public,1
170,published,24
171,website,1
172,diaries,1
173,edited,1
174,director,3
175,hartley,1
176,records,4
177,manager,1
178,alex,1
179,relief,1
180,purchase,1
181,history,8
182,roots,1
183,annotated,1
184,declarations,1
185,manuscripts,4
186,archives,2
187,christopher,1
188,nauvoo,1
189,specialists,1
190,nephi,1
191,stephen,1
192,material,1
193,april,1
194,sermons,1
195,annotation,1
196,administrative,1
197,editorials,1
198,church,20
199,professor,4
200,press,2
201,venture,1
202,lynn,1
203,stein,1
204,written,1
205,co-editors,1
206,locate,1
207,called,1
208,drafts,1
209,follows,1
210,mcbride,1
211,production,2
212,established,2
213,land,1
214,indiana,1
215,rensink,1
216,works,1
217,minute,3
218,young,2
219,documents,8
220,include,2
221,literature,1
222,staff,1
223,added,1
224,andrew,1
225,office,1
226,continue,1
227,bloomington,1
228,stores,1
229,whittaker,1
230,harper,1
231,archivist,1
232,consists,1
233,transactions,1
234,received,3
235,reviewed,1
236,text,1
237,stout,1
238,issues,1
239,bostwick,1
240,steven,2
241,series,8
242,sharalyn,1
243,saints,1
244,walker,1
245,proceedings,1
246,produced,1
247,sponsored,1
248,dirkmaat,1
249,editor,1
250,brenden,1
251,covenants,1
252,eric,2
253,board,3
254,leonard,1
255,senior,1
256,great,1
257,double-checked,1
258,jeffrey,1
259,rogers,1
260,reviewers,1
261,elizabeth,1
262,university,5
263,notices,1
264,peris,1
265,documentary,1
266,humanities,1
267,perdue,1
268,linda,1
269,independent,1
270,royal,1
271,books,3
272,begun,1
273,scott,1
274,work,1
275,direction,1
276,karen,1
277,footnotes,1
278,judge,1
279,invited,1
280,religious,4
281,doctrine,1
282,relating,2
283,released,1
284,current,2
285,advisory,1
286,authorities,1
287,harry,1
288,journals,5
289,histories,2
290,renamed,1
291,religion,1
292,howcroft,1
293,john,2
294,susan,2
295,meetings,1
296,rachel,1
297,brent,1
298,february,2
299,anticipates,1
300,papers,13
301,matthew,3
302,community,1
303,saint,1
304,document,3
305,volumes,4
306,november,3
307,bookstores,1
308,transcripts,1
309,emeritus,1
310,lifetime,1
311,kjzz-tv,1
312,planned,1
313,print,2
314,gordon,1
315,adjunct,1
316,carefully,1
317,presss,1
318,transcribe,1
319,association,1
320,including,2
321,general,2
322,studies,4
323,edwards,1
324,articles,2
325,copies,4
326,joseph,22
327,smiths,5
328,imprint,2
329,spencer,1
330,esplin,1
331,robin,2
332,recorder,4
333,society,1
334,citations,1
335,seferovich,1
336,skousen,1
337,woodford,1
338,brigham,2
339,richard,1
340,translations,1
341,revelations,4
342,projection,1
343,department,6
344,golden,1
345,osborne,1
346,times,1
347,illuminate,1
348,september,4
349,publication,2
350,institutions,1
351,projected,1
352,original,1
353,businesses,1
354,said,1
355,annotations,1
356,announcement,1
357,departments,1
358,managing,3
359,death,2
360,kuehn,1
361,kept,1
362,ashurst-mcgee,1
363,alexander,1
364,accounts,1
365,december,4
366,edition,4
367,jesus,1
368,heimburger,1
369,jonathan,1
370,volume,32
371,virginia,2
372,mark,1
373,verified,2
374,printers,3
375,churchs,1
376,addresses,1
377,printed,1
378,madsen,2
379,foundation,1
380,mason,1
381,price,1
382,growth,1
383,widow,1
384,began,1
385,bibliography,1
386,financial,1
387,number,1
388,creation,1
389,initial,1
390,marlin,1
391,west,1
392,jessees,1
393,october,1
394,assistant,3
395,gibby,1
396,arrington,1
397,online,6
398,church-owned,1
399,baugh,1
400,miller,1
401,larry,1
402,form,1
