,term,cnt
0,simultaneity,1
1,happened,1
2,dependent,1
3,distance,1
4,minutes,1
5,open,1
6,particularly,1
7,useful,2
8,social,1
9,timescale,1
10,include,1
11,schedule,1
12,spans,1
13,dates,1
14,lifetimes,1
15,need,1
16,data,2
17,numbers,1
18,static,1
19,solar,1
20,constrained,1
21,computer,3
22,cycle,1
23,achieved,1
24,space,1
25,interactive,3
26,phase,1
27,movement,1
28,artifact,2
29,types,1
30,functional,1
31,specific,1
32,timecode,1
33,line,1
34,aided,1
35,years,1
36,historical,1
37,understanding,1
38,american,1
39,project,5
40,evolutionary,1
41,members,1
42,view,1
43,natural,1
44,text,2
45,described,2
46,labelled,2
47,team,1
48,implementation,1
49,biographies,1
50,lapses,1
51,milestones,1
52,evolution,1
53,september,1
54,subject,2
55,visualize,2
56,timespans,1
57,linear,2
58,rights,1
59,subjects,1
60,change,1
61,used,5
62,trends,1
63,example,2
64,students,1
65,sciences,1
66,type,1
67,methods,1
68,geology,1
69,imperialism,1
70,civil,1
71,timelines,18
72,pandemic,1
73,long,1
74,place,1
75,images,1
76,software,2
77,drawn,1
78,ability,1
79,created,1
80,convey,1
81,living,1
82,usually,1
83,longer,1
84,examples,1
85,order,3
86,small,1
87,chronology,3
88,labeled,1
89,points,1
90,detailed,1
91,printed,1
92,depict,1
93,sequence,1
94,life,3
95,timeline,24
96,limitations,1
97,studying,1
98,timestream,1
99,chronozoom,2
100,paper,1
101,list,3
102,graphs,1
103,history,5
104,digital,1
105,shown,1
106,zoomable,1
107,exploration,2
108,visualizing,1
109,states,1
110,equal,1
111,biology,1
112,artist,1
113,scale,6
114,help,2
115,typically,1
116,attacks,1
117,large,1
118,geologic,1
119,heavily,1
120,time,9
121,previous,1
122,durations,1
123,relied,1
124,religion,1
125,alongside,1
126,axis,1
127,universe,1
128,number,1
129,european,1
130,source,1
131,displaying,2
132,overlap,1
133,generally,2
134,showing,2
135,case,1
136,design,2
137,graphic,2
138,visualizations,1
139,management,1
140,wars,2
141,researchers,1
142,united,1
143,astronomy,1
144,cases,1
145,commonly,1
146,depending,1
147,education,1
148,unit,1
149,clickable,1
150,synchronoptic,1
151,historically,1
152,world,3
153,events,8
154,labels,1
155,know,1
156,different,1
157,sense,1
158,establishing,1
159,human,1
160,graph,1
161,chronological,2
162,logarithmic,4
163,millions,1
164,movements,1
