,term,cnt
0,photography,2
1,chosen,1
2,faint,1
3,distance,3
4,stronger,1
5,middle,1
6,method,3
7,includes,1
8,limit,2
9,hybrid,1
10,relatively,2
11,precision,1
12,exist,1
13,kilometers,1
14,fried,1
15,binary,1
16,copies,1
17,discs,1
18,diameter,2
19,component,3
20,include,1
21,june,1
22,sources,1
23,given,1
24,requires,1
25,calculation,1
26,yielding,1
27,sufficient,2
28,march,1
29,remove,1
30,telescope,10
31,break,1
32,result,1
33,obtained,1
34,arcseconds,1
35,zeta,1
36,exposure,8
37,averages,1
38,bright,1
39,space-based,1
40,corresponds,1
41,space,3
42,separation,1
43,indicate,1
44,triple,1
45,cine,2
46,additionally,1
47,effect,2
48,nordic,1
49,early,3
50,fact,1
51,does,1
52,smeared,1
53,types,1
54,strehl-selection,1
55,point,2
56,arcsec,2
57,taken,3
58,limited,3
59,reached,1
60,availability,1
61,photographs,1
62,stacking,1
63,second,2
64,shows,1
65,years,2
66,programs,1
67,affected,1
68,american,2
69,certain,1
70,electromagnetic,1
71,intermittency,1
72,selects,1
73,diffraction,3
74,atmosphere,7
75,changes,1
76,speckles,2
77,east,1
78,seeing,4
79,halo,1
80,numerical,1
81,technology,1
82,hubble,3
83,narrow,1
84,view,2
85,guide,1
86,field,2
87,high-quality,1
88,leighton,1
89,stong,1
90,approaches,1
91,selection,5
92,reach,1
93,intensifier,1
94,times,3
95,problem,1
96,image,15
97,angular,1
98,series,1
99,faintest,1
100,intensifiers,1
101,getting,1
102,achieving,1
103,subject,1
104,interviewing,1
105,rings,1
106,selected,1
107,conditions,1
108,spread,1
109,produced,1
110,concerns,1
111,scientist,2
112,robert,1
113,like,1
114,telescopes,5
115,realised,1
116,frames,1
117,factor,1
118,standard,1
119,technologies,1
120,remarkable,1
121,excellent,2
122,north,1
123,objects,4
124,moments,1
125,used,6
126,lasting,1
127,applications,1
128,earth,1
129,development,1
130,left,1
131,allowed,1
132,astronomers,2
133,example,1
134,sensitivity,1
135,william,1
136,cameras,1
137,making,1
138,type,2
139,visible,2
140,methods,4
141,electronic,1
142,camera,3
143,speckle,5
144,-magnitude,1
145,long-exposure,1
146,single,4
147,imaged,1
148,previously,1
149,diffraction-limited,1
150,interferometry,1
151,long,1
152,camcorders,1
153,astrophotography,1
154,images,14
155,applicable,1
156,probability,1
157,correct,1
158,tertiary,1
159,ratio,1
160,blocked,1
161,mechanical,1
162,optics,4
163,pushed,1
164,blur,1
165,university,1
166,quality,3
167,ability,1
168,brightest,2
169,difference,1
170,created,1
171,counter-intuitive,1
172,planets,2
173,took,3
174,longer,1
175,theoretical,1
176,practical,1
177,small,2
178,smeared-out,1
179,seen,2
180,optical,1
181,produces,1
182,conventional,1
183,electron-multiplying,1
184,palomar,1
185,forms,1
186,possible,3
187,short,5
188,blurring,2
189,compared,1
190,assuming,1
191,begun,1
192,sequence,2
193,inches,1
194,modern,1
195,sharpest,1
196,lllccd,1
197,resolutions,1
198,scientific,2
199,nasas,1
200,discusses,1
201,resolving,1
202,film,1
203,magnitude,1
204,article,1
205,weakest,1
206,fluctuations,1
207,seconds,2
208,yield,1
209,devices,1
210,limits,1
211,suppressed,1
212,shown,2
213,aperture,3
214,astronomical,7
215,reference,1
216,imaging,24
217,drawbacks,1
218,increases,1
219,airglow,1
220,emccd,1
221,power,1
222,speed,1
223,exposures,7
224,announced,1
225,century,2
226,gave,1
227,typically,2
228,crisp,1
229,baum,1
230,exceeding,1
231,sharp,1
232,combined,2
233,earths,2
234,low-light-level,1
235,high,2
236,require,1
237,billion,1
238,advantage,2
239,processing,1
240,optimum,1
241,target,1
242,calar,1
243,source,1
244,suggested,1
245,typical,1
246,ground-based,1
247,technique,2
248,discarded,1
249,generally,2
250,alto,1
251,produce,2
252,concerning,1
253,light,2
254,ccds,1
255,lucky,17
256,frequencies,1
257,turbulence,3
258,bootis,1
259,reduced,1
260,quite,1
261,capture,1
262,star,4
263,improvement,1
264,spectral,1
265,stars,4
266,-class,1
267,minimal,1
268,west,1
269,adding,1
270,final,1
271,twinkling,1
272,multiple,1
273,unattainable,1
274,astronomy,1
275,near,1
276,atmospheric,4
277,demo,1
278,correction,4
279,beginning,1
280,hale,2
281,best,1
282,resolution,8
283,obtaining,1
284,airy,2
285,david,1
286,results,1
287,amateur,2
288,achieve,1
289,assumed,1
290,webcams,1
291,performed,1
292,popular,1
293,called,2
294,techniques,1
295,separate,1
296,short-exposure,1
297,systems,1
298,observatorys,1
299,perfected,1
300,detected,1
301,fraction,1
302,viewing,1
303,high-speed,1
304,capable,1
305,shift-and-add,1
306,tip-tilt,1
307,noise,1
308,known,2
309,adaptive,4
310,dataset,1
311,turbulent,1
312,cambridge,1
313,rapid,1
314,parsecs,1
315,caltech,1
316,video,1
317,sharper,1
318,different,1
319,higher,4
320,blurred,1
321,works,1
322,human,1
323,research,1
324,signal,1
325,including,2
326,periods,3
327,wider-field,1
328,shifting,1
329,professional,1
330,form,1
331,high-resolution,1
