,term,cnt
0,cluster,1
1,polar,1
2,distended,1
3,sagittarius,3
4,gravity,1
5,dwarf,3
6,moving,1
7,gravitationally,1
8,small,2
9,galaxies,7
10,orbit,4
11,million,1
12,dark,1
13,necessarily,1
14,include,1
15,local,3
16,stars,2
17,consumed,1
18,milky,11
19,ways,2
20,andromedas,1
21,roughly,1
22,virgo,1
23,currently,1
24,telescope,1
25,edge,2
26,group,2
27,pass,1
28,believed,1
29,galaxy,5
30,magellanic,2
31,observed,1
32,following,1
33,nearest,1
34,matter,1
35,space,1
36,center,1
37,list,2
38,disc,1
39,visible,1
40,stream,4
41,fast,1
42,kiloparsecs,1
43,smaller,1
44,bound,1
45,naked,1
46,prehistory,1
47,fifth,1
48,large,1
49,ones,1
50,confirmed,1
51,light-years,1
52,orbiting,2
53,years,1
54,stellar,1
55,subgroup,1
56,measurements,1
57,leeched,1
58,satellite,4
59,suggest,1
60,halo,1
61,hubble,1
62,completely,1
63,process,1
64,expected,1
65,clouds,2
66,spheroidal,1
