,term,cnt
0,expanse,1
1,trench,11
2,considered,1
3,kermadec,1
4,trough,1
5,extent,1
6,distance,1
7,alpine,1
8,fiordland,2
9,named,1
10,deep,2
11,puysegur,6
12,indo-australian,1
13,basin,2
14,west,2
15,struck,1
16,plate,2
17,formed,1
18,southwesternmost,1
19,november,1
20,close,1
21,north,2
22,auckland,1
23,floor,1
24,third-largest,1
25,lies,2
26,subduction,1
27,highly,1
28,active,1
29,south,4
30,separates,1
31,macquarie,1
32,magnitude,2
33,quake,1
34,trenchs,1
35,kilometres,2
36,starting,1
37,solander,1
38,cleft,1
39,extension,2
40,point,2
41,area,1
42,zealands,1
43,ridge,2
44,southernmost,1
45,australia,1
46,pacific,1
47,immediately,1
48,stretches,2
49,tonga,1
50,islands,2
51,zealand,2
52,july,1
53,fault,1
54,northern,3
55,earthquake,1
56,seismically,1
57,east,1
58,recorded,1
59,tasman,2
60,coast,2
61,mirrors,1
