,term,cnt
0,funding,1
1,pure,2
2,distance,1
3,eccentricity,4
4,short-lived,2
5,features,6
6,trapped,1
7,particularly,1
8,consistent,1
9,nights,1
10,models,2
11,false-color,1
12,reservoir,1
13,regolith,1
14,albedo,1
15,kilometers,1
16,geochemistry,1
17,warm,2
18,bands,2
19,need,1
20,diversity,1
21,solar,2
22,ancient,1
23,little,3
24,crust,3
25,core,4
26,thought,2
27,constantly,1
28,cratering,1
29,center,1
30,cratered,9
31,processes,1
32,explained,1
33,point,1
34,limited,1
35,beneath,2
36,parallel,1
37,years,4
38,valleys,1
39,shift,2
40,molecular,1
41,geological,3
42,analysis,2
43,satellites,8
44,spectrometer,2
45,view,1
46,flagship-class,1
47,eagle,1
48,detached,1
49,relative,1
50,size,5
51,greek,2
52,spectrometry,1
53,finding,1
54,translation,1
55,factor,1
56,forced,2
57,fresh,1
58,north,1
59,appear,1
60,mythology,2
61,active,4
62,cause,1
63,allowed,1
64,temperature,2
65,frozen,1
66,limb,2
67,information,1
68,celestial,1
69,subjected,1
70,oblate,1
71,face,1
72,complete,1
73,previously,1
74,program,1
75,causing,1
76,places,2
77,discrete,1
78,ridges,7
79,effects,2
80,enex,1
81,discovered,3
82,low-relief,1
83,known,4
84,motion,2
85,unlike,1
86,lost,2
87,planets,1
88,wobble,1
89,mass,9
90,small,5
91,characteristics,1
92,million,3
93,rotates,1
94,employing,1
95,dust,2
96,continued,1
97,plumes,6
98,joint,1
99,main,2
100,uvis,2
101,shape,8
102,strikes,1
103,driving,1
104,planitiae,1
105,imaging,1
106,ridged,1
107,changing,1
108,excites,1
109,encounters,1
110,announced,2
111,terrains,3
112,geologic,3
113,explanatory,1
114,voyager,11
115,detecting,1
116,passed,1
117,heavily,4
118,time,2
119,earths,2
120,prior,1
121,ring,1
122,additional,2
123,measurements,2
124,undifferentiated,1
125,tectonics,1
126,ocean,8
127,trace,1
128,ranging,1
129,geometry,1
130,suggest,1
131,later,1
132,source,3
133,chambers,1
134,completed,1
135,surrounding,1
136,iapetus,1
137,cirs,1
138,union,1
139,follow-up,1
140,carbon,1
141,decrease,1
142,vapor,2
143,various,2
144,researchers,1
145,giant,2
146,density,3
147,estimates,1
148,chemicals,1
149,orbits,7
150,degraded,1
151,observed,10
152,separate,1
153,high-northern,1
154,viewing,1
155,opposite,1
156,radioactivity,2
157,diyar,1
158,equilibrium,1
159,magnetospheric,1
160,levels,1
161,showed,1
162,expanded,1
163,improved,1
164,higher,2
165,determine,2
166,mid-sized,1
167,contradiction,1
168,observe,1
169,fracture,2
170,sublimation,1
171,inward,2
172,relatively,4
173,infrared,1
174,diameter,1
175,challenging,1
176,geyser,2
177,theory,1
178,theories,1
179,formed,4
180,march,2
181,telescope,1
182,computer,1
183,geysers,2
