,term,cnt
0,university,1
1,buildings,1
2,parameters,1
3,settlement,1
4,articles,2
5,located,1
6,graduate,1
7,course,1
8,undergraduation,1
9,structures,1
10,astronomy,2
11,dating,1
12,infobox,1
13,school,1
14,observatory,4
15,ufrj,1
16,hill,1
17,brazilian,1
18,stub,1
19,valongo,3
20,building,1
21,coordinates,1
22,locally,1
23,observatories,1
24,brazil,2
25,astronomical,2
26,city,2
27,downtown,1
28,hosts,1
29,science,1
30,colonization,1
31,stubs,2
32,conceição,1
33,structure,1
34,observatório,2
35,centuries,1
36,defined,1
37,janeiro,2
