,term,cnt
0,suffered,1
1,chosen,1
2,report,2
3,circumnavigation,3
4,repeatedly,1
5,distance,3
6,shining,1
7,middle,13
8,rank,1
9,method,1
10,pagan,1
11,succeed,1
12,well-known,1
13,error,1
14,phenomenon,1
15,pharaoh,1
16,notion,2
17,miletus,1
18,herodotus,1
19,peopled,1
20,impressions,1
21,textbooks,1
22,expressed,2
23,henry,1
24,hermannus,1
25,worthy,1
26,exist,1
27,achilles,1
28,manual,1
29,exceedingly,1
30,wal-nihal,1
31,preacher,1
32,earliest,1
33,pleased,1
34,opposition,2
35,dictionary,1
36,ancient,9
37,sinful,1
38,matteo,1
39,expel,1
40,phillip,1
41,dead,1
42,little,3
43,gupta,1
44,late,5
45,account,1
46,wall,3
47,yang,1
48,irving,1
49,thought,4
50,illinois,1
51,cosmology,2
52,spherical,22
53,surprising,1
54,center,3
55,animals,1
56,reichsapfel,1
57,founder,1
58,hazm,1
59,vergilius,1
60,court,1
61,point,4
62,science,4
63,covering,1
64,fifth-century,1
65,mathematics,1
66,flat-earth,2
67,updated,1
68,arguing,1
69,beneath,2
70,aquinas,1
71,warned,1
72,floated,1
73,undertaken,1
74,second,1
75,sphericity,5
76,objected,1
77,years,1
78,immense,1
79,american,1
80,draper,1
81,mean,3
82,zetetic,5
83,seasons,2
84,satellites,1
85,horizontal,1
86,seventeenth,2
87,severian,1
88,view,7
89,descended,1
90,gabala,1
91,recent,1
92,abbasid,1
93,hand,1
94,philosopher,1
95,cosmographer,1
96,prove,4
97,flanders,1
98,remained,2
99,continues,1
100,relative,1
101,award,1
102,considered,6
103,thales,2
104,daytime,1
105,college,1
106,presented,1
107,checked,1
108,entered,1
109,greek,5
110,population,2
111,tree,1
112,reply,2
113,review,1
114,felt,1
115,augustine,4
116,referring,1
117,doubt,1
118,ultimately,1
119,descendant,1
120,china,4
121,curved,3
122,north,5
123,house,1
124,hengs,1
125,mythology,1
126,narration,2
127,paradigm,1
128,philosophical,1
129,muslim,2
130,goes,1
131,confirm,1
132,example,1
133,conceiving,1
134,drainage,1
135,dissenting,1
136,accomplishment,1
137,contractus,1
138,johnson,2
139,encircling,1
140,information,1
141,cast,1
142,african,1
143,going,1
144,things,2
145,preached,3
146,equally,1
147,erred,1
148,sound,1
149,isle,1
150,existence,2
151,onwards,1
152,program,1
153,peace,1
154,places,1
155,inverted,2
156,jasper,1
157,al-kabir,1
158,lighted,1
159,advocates,2
160,walk,1
161,nearest,1
162,homers,1
163,maine,1
164,aristotle,2
165,wisconsin,1
166,pseudoscience,3
167,motion,1
168,known,3
169,launched,1
