,term,cnt
0,caves,1
1,soils,1
2,invention,1
3,slaked,1
4,quick-,1
5,inorganic,1
6,properties,1
7,electric,1
8,relatively,1
9,henry,1
10,peasant,1
11,producer,1
12,placed,1
13,aluminate,1
14,sneezing,1
15,component,1
16,color,1
17,sodium,2
18,petroleum,1
19,pre-pottery,1
20,regenerate,1
21,remove,1
22,hydrate,1
23,reacts,1
24,equipped,1
25,building,1
26,cement,4
27,react,1
28,room,1
29,navy,1
30,vigorous,1
31,moist,1
32,thought,1
33,basic,2
34,steel,1
35,considerably,1
36,following,1
37,processes,1
38,heat,2
39,mills,1
40,early,1
41,heated,1
42,presence,1
43,term,1
44,calcium-containing,1
45,kraft,1
46,taken,1
47,caustic,2
48,densities,1
49,carbonates,1
50,cheap,1
51,mortar,1
52,efficient,1
53,anhydride,1
54,blocks,1
55,products,1
56,inhalation,1
57,thermal,2
58,labored,1
59,vivid,1
60,lime,10
61,english,1
62,hydroxides,1
63,defeat,1
64,tank,1
65,evolve,1
66,gcm³,1
67,roman,1
68,silica,2
69,septum,1
70,clouds,1
71,breathing,1
72,varies,1
73,remained,1
74,considered,1
75,contain,2
76,water,11
77,hume,1
78,blinding,1
79,greek,1
80,combustible,1
81,associated,1
82,acidic,1
83,formation,1
84,year,2
85,streams,1
86,storage,1
87,factor,1
88,evidence,1
89,china,2
90,largest,2
91,humans,1
92,uses,1
93,releases,1
94,used,10
95,solid,2
96,hydroxide,6
97,important,1
98,neutralizes,1
99,clay-containing,1
100,cause,1
101,temperature,2
102,annual,1
103,irritation,1
104,vomiting,1
105,lime-burning,1
106,load,1
107,making,1
108,commodity,1
109,calcite,1
110,hydrated,2
111,aluminium,1
112,specifically,1
113,exhaust,1
114,perforation,1
115,nineteenth,1
116,plaster,3
117,single,1
118,concrete,1
119,tonnes,3
120,detection,1
121,inaccessible,1
122,liberate,1
123,reign,1
124,iron,1
125,ignite,2
126,severe,1
127,inhaled,1
128,dioxide,2
129,burnt,1
130,completely,1
131,contact,3
132,reaction,3
133,french,1
134,alkaline,1
135,hazard,1
136,known,2
137,hispania,1
138,chemical,5
139,affinity,1
140,fleet,2
141,glow,1
142,pain,1
143,usually,1
144,characitani,1
145,major,1
146,small,1
147,compound,2
148,white,1
149,flooring,1
150,million,3
151,sprays,1
152,base,1
153,volume,1
154,similar,1
155,quell,1
156,treatment,1
157,silicon,1
158,limelight,1
159,capacity,1
160,dust,1
161,nausea,1
162,calcium,18
163,derivative,1
164,decomposition,1
165,cooled,1
166,release,1
167,steelmaking,1
168,sulfur,1
169,floor,1
170,ingredient,1
171,aluminates,1
172,carbonate,3
173,alkali,1
174,indicating,1
175,paper,1
176,revolt,1
177,history,1
178,bellows,1
179,slag,1
180,widely,2
181,productions,1
182,nasal,1
183,states,1
184,worlds,1
185,blew,1
186,molecule,1
187,power,1
188,eyes,1
189,organic,1
190,century,1
191,broadly,2
192,destroyed,1
193,refuge,1
194,emits,1
195,oxygen,1
196,time,1
197,prior,1
198,high,2
199,accomplished,1
200,processing,1
201,stable,1
202,worldwide,1
203,applies,1
204,process,4
205,divided,1
206,spontaneously,1
207,seashells,1
208,connotes,1
209,pastes,1
210,recovery,1
211,material,1
212,magnesium,1
213,produce,2
214,neolithic,1
215,light,1
216,lime-ash,1
217,aerated,1
218,archeological,1
219,heating,1
220,fe₂o₃,1
221,reacting,2
222,required,1
223,crystalline,1
224,carbon,1
225,skin,1
226,oxides,2
227,calcination,1
228,fuel,2
229,energy,1
230,theatrical,1
231,united,1
232,late,1
233,desiccant,1
234,desulfurization,1
235,inexpensive,1
236,enemy,1
237,survives,1
238,commonly,1
239,invading,1
240,david,1
241,oxide,8
242,chemicals,2
243,alumina,1
244,form,2
245,industry,1
246,paste,1
247,turn,1
248,deployed,1
249,burns,1
250,armed,1
251,england,1
252,coughing,1
253,intense,1
254,slurries,1
255,come,1
256,limestone-based,1
257,purplish-pink,1
258,called,3
259,limestone,3
260,quicklime,24
261,mineral,1
262,kiln,1
263,increase,3
264,usage,1
265,abdominal,1
266,leaving,1
267,converted,2
268,crowds,1
269,production,5
270,approximately,1
271,recounts,1
272,lighting,1
273,sertorius,1
274,silicates,1
275,materials,3
276,illumination,1
277,glass,1
278,pulp,1
279,ground,1
280,contrast,1
281,chariots,1
282,sio₂,1
283,molten,1
284,phenolphthalein,2
285,causes,1
286,flue-gas,1
287,total,2
288,equation,1
289,possess,1
290,drinking,1
291,powder,2
292,al₂o₃,1
293,carrying,1
294,cementing,1
295,unless,1
296,general,1
297,choking,1
298,predominate,1
299,quantities,1
300,finely,1
