,term,cnt
0,report,2
1,happened,1
2,distance,1
3,discoverer,2
4,features,1
5,surveys,1
6,consistent,1
7,exist,1
8,albedo,7
9,snow,1
10,dates,1
11,ataecina,3
12,solar,6
13,haumean,1
14,reminiscent,1
15,length,1
16,core,1
17,thought,3
18,center,2
19,spherical,1
20,explained,1
21,beings,1
22,years,5
23,deity,1
24,accurately,1
25,curve,3
26,claim,3
27,satellites,2
28,diffused,1
29,rudolph,1
30,team,9
31,collisional,4
32,size,3
33,calculations,1
34,launch,2
35,telescopes,1
36,haumea,33
37,physical,1
38,twice,1
39,appear,2
40,goes,1
41,variations,1
42,confirm,1
43,equally,1
44,childbirth,1
45,josé,1
46,deduced,1
47,dynamic,2
48,eventually,1
49,date,2
50,discovered,6
51,known,2
52,charon,1
53,created,1
54,planets,2
55,mass,5
56,small,2
57,family,4
58,characteristics,1
59,million,1
60,event,1
61,originated,1
62,sparsely,1
63,spanish,3
64,believed,1
65,shape,3
66,fluctuations,3
67,disc,1
68,large,5
69,plutoid,1
70,time,1
71,measurements,1
72,accepted,1
73,offspring,1
74,fitting,1
75,suggest,1
76,light,3
77,allow,1
78,union,2
79,crystalline,4
80,discovery,8
81,giant,1
82,neptune,1
83,observatory,4
84,density,4
85,orbits,2
86,observed,1
87,plutos,1
88,arrives,1
89,conventions,1
90,hiʻiaka,3
91,submits,1
92,periodically,1
93,caltech,4
94,equilibrium,3
95,estimate,1
96,showed,1
97,dimensions,2
98,teams,1
99,located,1
100,constrain,1
101,trans-neptunian,1
102,infrared,1
103,diameter,1
104,gemini,1
105,formed,1
106,hydrate,1
107,neighbourhood,1
108,exactly,1
109,admitted,1
110,mike,2
111,early,1
112,numbered,1
113,haumeas,6
114,excludes,1
115,populated,1
116,independently,1
117,thermal,1
118,orbital,4
119,shattered,1
120,poles,1
121,tnos,1
122,denser,1
123,associated,1
124,colour,2
125,spectra,2
126,cryovolcanism,1
127,browns,1
128,surface,5
129,objects,6
130,emission,1
131,absence,1
132,making,1
133,visible,2
134,chance,1
135,july,3
136,official,1
137,long,1
138,wavelengths,1
139,images,1
140,satellite,1
141,occulting,1
142,requirements,1
143,brown,3
144,proposal,1
145,addition,1
146,major,1
147,progenitor,1
148,flyby,1
149,book,2
150,classical,1
151,homogeneous,1
152,catalogue,1
153,scattered,1
154,clearing,1
155,published,1
156,value,1
157,one-third,1
158,near-infrared,1
159,history,1
160,states,1
161,spacecraft,1
162,smaller,2
163,santa,1
164,observers,1
165,initially,1
166,conceded,1
167,relaxed,1
168,greater,1
169,ascertained,1
170,occurring,1
171,triaxial,1
172,near,1
173,present,1
174,mention,1
175,rotational,2
176,established,1
177,consequences,1
178,orbiting,1
179,provisional,1
180,perihelion,1
181,pluto,5
182,agreement,1
183,position,1
184,nearly,1
185,positional,1
186,includes,1
187,hours,1
188,collision,3
189,june,1
190,data,1
191,sufficient,1
192,unknown,1
193,obtained,1
194,bright,3
195,following,1
196,constraints,2
197,inner,1
198,achieved,1
199,international,2
200,measured,1
201,presence,1
202,goddess,1
203,amplitude,1
204,placing,1
205,conference,1
206,nickname,1
207,precise,1
208,bodys,1
209,rough,1
210,abstract,1
211,announce,1
212,hydrostatic,2
213,gravity,2
214,water,2
215,image,1
216,occultations,2
217,recognized,1
218,todays,1
219,largest,2
220,nicknamed,1
221,used,1
222,earth,4
223,left,1
224,rocky,1
225,credit,3
226,minor-planet,1
227,reflective,1
228,approximate,1
229,moreno,1
230,ecliptic,1
231,dwarf,8
232,guidelines,1
233,ammonia,1
234,seen,1
235,independent,1
236,palomar,1
237,belt,2
238,luis,1
239,christmas,1
240,list,1
241,elongated,2
242,astronomical,4
243,object,2
244,current,1
245,impact,1
246,composition,1
247,colours,1
248,high,3
249,billion,1
250,axis,2
251,mythological,1
252,keplers,1
253,plutonian,1
254,strong,2
255,direct,1
256,required,1
257,occurred,1
258,location,2
259,reflectivity,1
260,assist,1
261,november,1
262,period,4
263,systems,1
264,brightness,2
265,sierra,2
266,verify,1
267,approximately,1
268,minor,5
269,displays,1
270,based,2
271,studies,2
272,decent,1
273,names,1
274,inferred,1
275,observations,4
276,range,2
277,planet,11
278,given,5
279,contested,1
280,ortiz,3
281,intimate,1
282,result,1
283,directly,1
284,group,2
285,priority,1
286,indicate,1
287,taken,2
288,mottled,1
289,percent,1
290,designation,2
291,intended,1
292,headed,2
293,region,1
294,extreme,1
295,kuiper,2
296,extent,1
297,named,1
298,orbit,4
299,naming,2
300,september,6
301,mantle,1
302,listed,1
303,longest,1
304,jupiter,1
305,credited,1
306,organics,1
307,like,2
308,covered,2
309,announcement,1
310,affect,1
311,namaka,4
312,distant,2
313,permanent,1
314,place,1
315,december,2
316,imply,1
317,predicts,1
318,considerations,1
319,half,1
320,determination,1
321,neptunes,2
322,mixture,1
323,choosing,1
324,optical,1
325,calculated,2
326,edge-on,1
327,similar,2
328,just,1
329,possible,1
330,member,2
331,moon,2
332,highly,1
333,magnitude,2
334,differs,1
335,keck,2
336,larger,1
337,rotation,4
338,nevada,2
339,hawaiian,1
340,file,1
341,creation,2
342,protocol,1
343,mission,1
344,stars,1
345,united,1
346,moons,4
347,status,1
348,october,1
349,amorphous,1
350,meet,1
351,inclination,2
352,flight,1
353,online,1
354,visual,1
355,ellipsoid,2
356,rapid,2
357,thick,1
358,spain,1
