,term,cnt
0,arguments,1
1,dependent,1
2,distance,2
3,cloud,3
4,trans-neptunian,2
5,planet,2
6,planet-sized,1
7,captured,2
8,reported,1
9,relatively,1
10,nearby,1
11,perihelia,2
12,solar,1
13,sample,1
14,variety,1
15,aphelia,1
16,argument,2
17,leave,1
18,disappearence,1
19,inner,2
20,determining,1
21,explained,2
22,angle,1
23,wider,1
24,candidate,1
25,embedded,1
26,structure,1
27,sednas,1
28,bias,1
29,detached,1
30,extreme,2
31,cluster,2
32,hypotheses,1
33,kuiper,1
34,times,1
35,hypothesized,1
36,orientation,1
37,population,2
38,orbit,2
39,perturbations,2
40,share,1
41,originally,1
42,axes,2
43,suns,1
44,rotated,2
45,like,1
46,year,1
47,roughly,1
48,objects,7
49,ocos,1
50,responsible,1
51,lifted,1
52,distances,1
53,sednoids,4
54,sedna,1
55,populations,1
56,disrupted,1
57,distinct,1
58,randomized,1
59,known,2
60,planets,2
61,neptunes,1
62,similar,1
63,scenario,1
64,mark,1
65,passage,1
66,unexpected,1
67,belt,1
68,short,1
69,direction,2
70,nineteen,1
71,semi-major,4
72,relocated,1
73,mechanisms,1
74,oort,2
75,inclinations,3
76,acquiring,1
77,object,2
78,current,1
79,encounters,1
80,help,1
81,dynamics,1
82,planetary,1
83,passing,2
84,larger,1
85,high,1
86,ranging,1
87,axis,2
88,observational,1
89,number,1
90,greater,3
91,interaction,1
92,outside,1
93,produce,1
94,months,1
95,star,2
96,stars,2
97,likely,2
98,giant,2
99,neptune,2
100,november,1
101,orbits,5
102,proposed,1
103,body,1
104,present,1
105,elliptical,1
106,predicted,1
107,influence,1
108,hills,1
109,know,1
110,opposite,1
111,consider,1
112,birth,2
113,wide,1
114,perihelion,8
115,observation,2
116,sednoid,2
117,as-yet-unknown,1
118,form,1
