,term,cnt
0,names,2
1,dma-est,1
2,useful,1
3,virtual,1
4,national,1
5,operational,1
6,corporate,2
7,gemeinsame,2
8,congress,1
9,semantic,1
10,following,1
11,holds,1
12,international,2
13,high-level,1
14,musikarchiv,1
15,regional,1
16,bodies,2
17,types,1
18,managed,1
19,museums,1
20,license,1
21,representation,1
22,catalogues,1
23,intended,1
24,europe,1
25,normdatei,1
26,hierarchy,1
27,identification,1
28,subject,2
29,comprises,1
30,library,4
31,increasingly,1
32,schlagwortnormdatei,1
33,german-speaking,1
34,entities,2
35,approach,1
36,used,1
37,sub-classes,1
38,partners,1
39,unambiguous,1
40,format,1
41,deutsches,1
42,single,1
43,content,1
44,known,1
45,german,6
46,provides,1
47,falls,1
48,seven,1
49,körperschaftsdatei,1
50,knowledge,1
51,documentation,1
52,deutschen,1
53,musikarchivs,1
54,main,1
55,title,1
56,archives,1
57,authorities,1
58,files,2
59,zero,1
60,gnd-grundbestand,1
61,time,1
62,elements,1
63,universal,1
64,april,2
65,authority,10
66,networks,1
67,file,10
68,various,1
69,discontinued,1
70,cooperation,1
71,introduction,1
72,libris,1
73,ontology,1
74,personalized,1
75,libraries,1
76,headings,2
77,personal,1
78,integrated,2
79,einheitssachtitel-datei,1
80,personennamendatei,1
81,uniform,1
82,mainly,1
83,specification,1
84,organisation,1
85,classification,1
86,including,1
87,integrates,1
