,term,cnt
0,latter-day,3
1,township,1
2,young,3
3,child,1
4,representatives,1
5,home,1
6,june,2
7,joseph,5
8,smiths,3
9,close,1
10,hill,1
11,march,5
12,congress,3
13,medical,1
14,sandy,1
15,hands,1
16,illinois,1
17,cemetery,1
18,movement,2
19,tyrone,1
20,early,2
21,settled,1
22,brigham,2
23,changed,1
24,born,3
25,years,1
26,plural,1
27,delegates,1
28,harrisburg,1
29,american,1
30,state,1
31,members,1
32,pennsylvania,1
33,carthage,1
34,utah,4
35,statehood,1
36,emma,1
37,majority,1
38,named,1
39,milton,2
40,september,2
41,publication,1
42,saints,3
43,affiliated,1
44,translation,1
45,selected,2
46,martin,2
47,original,1
48,delivered,1
49,mother,1
50,like,1
51,house,1
52,smith,5
53,left,1
54,william,1
55,interred,1
56,settlers,1
57,salt,3
58,territory,3
59,death,2
60,lake,3
61,barker,1
62,regent,1
63,died,1
64,deseret,1
65,married,2
66,couple,1
67,elizabeth,1
68,jesus,1
69,university,1
70,bernhisel,12
71,seven,1
72,bible,1
73,lived,1
74,continued,1
75,member,2
76,went,1
77,returning,1
78,mormon,1
79,followed,1
80,medicine,2
81,orden,1
82,haight,1
83,reasons,1
84,states,2
85,succeeding,1
86,adult,1
87,nauvoo,1
88,widow,1
89,hyrum,1
90,york,1
91,julia,1
92,companion,1
93,represent,1
94,time,2
95,began,2
96,fifty,1
97,john,4
98,accompanied,1
99,served,3
100,friend,1
101,delegate,1
102,interests,1
103,church,3
104,west,1
105,saint,2
106,spent,1
107,various,1
108,united,2
109,practicing,1
110,near,1
111,jail,2
112,council,1
113,politician,1
114,thirty-second,1
115,present,1
116,women,1
117,city,4
118,bachelor,1
119,consider,1
120,brother,1
121,marriage,1
122,physician,2
123,bernheisel,2
124,moved,2
125,personal,1
126,congresses,1
127,application,1
128,birth,1
129,children,2
130,practice,3
131,thirty-seventh,1
132,briefly,1
133,acted,1
134,christ,1
