,term,cnt
0,told,1
1,imperator,1
2,printing,1
3,representatives,1
4,rods,1
5,projecting,1
6,wall,1
7,late,1
8,marius,3
9,cavalry,1
10,special,1
11,vicarius,1
12,mars,1
13,point,1
14,gaius,4
15,reached,1
16,cursus,2
17,honorum,2
18,second,1
19,curia,1
20,barham,1
21,years,2
22,promagistrate,2
23,claim,1
24,legendary,1
25,recent,1
26,lower-ranking,1
27,assemblies,3
28,size,1
29,governor,1
30,greek,1
31,procedure,1
32,robert,1
33,ultimately,1
34,wealth,1
35,physical,1
36,servian,5
37,comparable,1
38,allowed,1
39,annual,1
40,princeps,2
41,cast,1
42,lowest,1
43,going,2
44,fifth,4
45,manpower,1
46,rarely,1
47,ignored,1
48,debate,1
49,make,1
50,carried,1
51,known,3
52,took,2
53,auctoritas,1
54,mass,1
55,order,2
56,lose,1
57,voters,1
58,primary,1
59,polybius,2
60,purple-bordered,1
61,disenfranchisement,1
62,centuriate,13
63,army,10
64,latin,2
65,century,12
66,large,2
67,restored,2
68,passed,1
69,time,4
70,later,1
71,accompanied,1
72,maiorum,1
73,design,1
74,votes,1
75,james,1
76,president,1
77,separate,1
78,buteo,2
79,birch,1
80,plebeian,3
81,romans,1
82,magistrate,6
83,conventions,1
84,chair,2
85,principate,1
86,city,2
87,blade,1
88,tullius,3
89,literally,1
90,magistrates,7
91,francis,1
92,ross,1
93,democracy,2
94,martius,1
95,located,1
96,centuriata,1
97,fall,2
98,dominate,1
99,michigan,1
100,played,1
101,presiding,6
102,role,1
103,session,2
104,outright,1
105,wealthy,3
106,break,1
107,equitum,1
108,qualifications,2
109,lintott,1
110,maximus,2
111,empire,3
112,ribbon,1
113,decided,2
114,early,1
115,tetrarch,1
116,constitutional,2
117,enacted,1
118,vote,12
119,consul,5
120,fabius,2
121,right,1
122,symbol,1
123,lictors,1
124,republic,8
125,abbott,1
126,classified,1
127,highest-ranking,1
128,aurelius,2
129,companies,1
130,atlas,1
131,hannibalic,1
132,king,1
133,sullas,1
134,boundary,1
135,dissertations,1
136,tied,1
137,laws,1
138,electors,5
139,property,6
140,chance,1
141,single,1
142,emperor,2
143,july,1
144,discedite,1
145,died,1
146,centuries,17
147,wore,2
148,legality,1
149,proposal,1
150,lily,1
151,addition,1
152,market-day,1
153,usually,4
154,repealed,1
155,adjuncts,1
156,senatus,5
157,praetors,3
158,operate,1
159,modern,1
160,mirror,1
161,enlist,1
162,regarded,1
163,controlled,1
164,underway,1
165,avocare,1
166,pomerium,1
167,history,3
168,militum,1
169,decemviri,1
170,commonwealth,1
171,legislative,3
172,treatise,2
173,power,5
174,taylor,1
175,ultimum,1
176,fasces,1
177,greater,1
178,officium,1
179,depart,1
180,electoral,2
181,basis,1
182,interval,1
183,press,2
184,cotta,2
185,organization,9
186,class,14
187,byrd,1
188,proposed,1
189,presided,2
190,called,3
191,poorly,1
192,aedile,2
193,london,1
194,miscellaneous,1
195,occasions,1
196,works,1
197,fewer,1
198,interrex,1
199,consuls,6
200,judicial,2
201,collegiality,1
202,nearly,1
203,assembly,28
204,unfavorable,1
205,came,2
206,translated,2
207,purposes,1
208,didia,1
209,magnus,1
210,edmund,1
211,divided,4
212,undecorated,1
213,curule,1
214,andrew,1
215,groups,2
216,electorate,1
217,office,3
218,types,1
219,term,1
220,proletarii,1
221,changed,1
222,isbn,3
223,powers,1
224,state,1
225,reorganized,1
226,received,2
227,consultum,2
228,dictatorship,2
229,supposedly,2
230,officer,3
231,augustus,2
232,absolute,1
233,individuals,1
234,campus,1
235,togas,1
236,byzantine,1
237,reflected,2
238,enlisted,8
239,legatus,1
240,outranked,1
241,used,3
242,important,1
243,constitution,8
244,military,2
245,marcus,5
246,held,1
247,government,1
248,actual,2
249,executive,1
250,university,2
251,elections,3
252,consisted,1
253,actually,2
254,white,2
255,censor,2
256,quirites,1
257,unemployment,1
258,dissolved,1
259,begun,1
260,convention,1
261,encompass,1
262,classes,2
263,january,2
264,measure,2
265,dictator,2
266,census,1
267,countries,1
268,ended,3
269,equites,1
270,high,1
271,prevent,1
272,emergence,1
273,leather,1
274,crassus,1
275,servius,1
276,check,1
277,notes,1
278,quaestor,2
279,direct,2
280,fenced,1
281,aristocratic,4
282,required,1
283,tribune,3
284,matters,2
285,voted,5
286,comitia,2
287,cicero,2
288,document,1
289,volumes,1
290,political,2
291,pass,2
292,transferred,1
293,assemble,1
294,then-former,1
295,interacted,1
296,period,1
297,founding,1
298,supporters,1
299,area,1
300,election,2
301,lucius,1
302,frank,1
303,lower,3
304,real,1
305,contrast,1
306,handed,1
307,different,1
308,formal,1
309,oxford,2
310,magister,2
311,including,1
312,citizenship,1
313,excuse,1
314,based,1
315,general,2
316,comprising,1
317,pedites,1
318,soldiers,10
319,market-days,1
320,reformed,1
321,cylinder,1
322,entire,1
323,candidates,1
324,suspend,1
325,given,3
326,decisions,2
327,triumviri,1
328,pontifex,2
329,fourth,1
330,restoration,1
331,citizens,2
332,imperium,1
333,overall,1
334,away,1
335,citizen-electors,1
336,tribal,1
337,founded,1
338,members,1
339,preside,1
340,intended,1
341,frost,1
342,roman,34
343,elibron,1
344,decision,1
345,unarmed,5
346,field,2
347,baxter,1
348,named,1
349,majority,4
350,acta,1
351,institutions,1
352,lictor,2
353,seventeen,1
354,shortage,1
355,originally,2
356,original,2
357,year,2
358,finally,1
359,slate,1
360,classics,1
361,change,1
362,reassert,1
363,matter,1
364,consequence,2
365,notice,1
366,pompey,1
367,announcement,1
368,cornelius,1
369,hampton,1
370,praetor,3
371,civil,1
372,grades,1
373,reforms,4
374,caecilia,1
375,vetoes,1
376,infantry,1
377,omens,1
378,place,1
379,vetoed,2
380,severe,1
381,december,1
382,regardless,1
383,licinius,1
384,higher-ranking,2
385,wanted,1
386,inside,1
387,edition,1
388,trinundinum,1
389,assembled,2
390,sulla,3
391,gathered,1
392,similar,1
393,seven,1
394,printed,1
395,censors,4
396,chaos,1
397,units,1
398,spettigue,1
399,consular,1
400,curiate,1
401,description,1
402,campaigning,1
403,horse,1
404,elected,6
405,bundle,2
406,toga,1
407,began,1
408,majorities,1
409,centuria,1
410,reform,1
411,number,1
412,vigintisexviri,1
413,outside,1
414,kingdom,3
415,seniority,1
416,voting,6
417,owned,1
418,status,1
419,meeting,1
420,council,1
421,master,1
422,committee,1
423,meet,1
424,weight,1
425,days,2
426,legislation,1
427,bodyguards,1
428,rome,1
429,praefectus,1
430,influence,2
431,politically-populist,1
432,designed,1
433,response,1
434,senate,6
435,caesar,2
436,ranking,3
437,membership,2
438,control,1
439,form,2
