,term,cnt
0,decade,1
1,minutes,1
2,athenian,1
3,consistent,1
4,multiples,2
5,national,1
6,include,5
7,composed,1
8,calendar,4
9,solar,1
10,republican,1
11,define,1
12,ancient,1
13,interrelated,1
14,length,5
15,divisions,1
16,sundial,1
17,divided,4
18,takes,2
19,galaxy,1
20,consequently,1
21,adjusted,1
22,movement,1
23,international,1
24,measured,1
25,bodies,1
26,month,2
27,sedimentation,1
28,societies,1
29,epochs,2
30,second,3
31,shows,1
32,nanosecond,1
33,years,4
34,historical,2
35,geological,2
36,orbital,2
37,vacuum,1
38,oscillations,1
39,mayan,1
40,rotate,2
41,orders,1
42,natural,1
43,technology,1
44,roman,1
45,millennium,1
46,jiffy,1
47,stratigraphy,1
48,instead,1
49,times,1
50,size,1
51,physics,1
52,heavenly,1
53,paleogene,1
54,caesium,1
55,institute,1
56,originally,1
57,true,1
58,leap,2
59,gregorian,2
60,calendars,2
61,year,7
62,past,1
63,trillion,1
64,ages,2
65,standard,1
66,today,1
67,largest,1
68,apparent,1
69,objects,1
70,used,5
71,important,1
72,earth,4
73,cretaceous,1
74,boundary,1
75,example,2
76,travel,2
77,galactic,1
78,fermi,1
79,kilometres,1
80,hindu,1
81,celestial,1
82,theoretically,1
83,relates,1
84,particular,1
85,determined,1
86,week,1
87,sidereal,1
88,place,1
89,constellations,1
90,exact,1
91,western,1
92,nucleon,1
93,french,1
94,lustrum,1
95,parameters,1
96,millisecond,1
97,understand,1
98,took,2
99,usually,3
100,dont,1
101,million,1
102,base,2
103,event,1
104,seven,1
105,evolved,1
106,relate,1
107,possible,1
108,short,1
109,individually,1
110,modern,2
111,cretaceouspaleogene,1
112,icelandic,1
113,atomic,1
114,moon,1
115,engineering,1
116,according,1
117,rates,1
118,indiction,1
119,units,14
120,magnitude,1
121,seconds,5
122,supereon,1
123,mathematical,1
124,lunation,1
125,astronomical,1
126,extension,1
127,derived,1
128,light-year,1
129,smaller,1
130,scale,1
131,svedberg,1
132,smallest,1
133,proteins,1
134,century,1
135,planck,2
136,time,22
137,rotation,2
138,sumerian,1
139,earths,1
140,billion,1
141,require,1
142,axis,1
143,relationship,1
144,fortnight,1
145,process,1
146,duration,1
147,hour,1
148,olympiad,1
149,light,2
150,expressing,1
151,months,1
152,graphic,1
153,deep,1
154,babylonian,1
155,chinese,1
156,subdivided,1
157,stars,1
158,moons,2
159,interval,1
160,multiple,1
161,islamic,1
162,measurement,1
163,turn,1
164,egyptian,1
165,definition,1
166,observed,1
167,unit,9
168,days,7
169,world,1
170,historically,1
171,period,4
172,measuring,1
173,events,2
174,origins,1
175,sphere,1
176,year-based,1
177,subdivisions,1
178,lunar,1
179,extinction,1
180,timekeeping,1
181,calculate,1
182,julian,1
183,standards,1
184,periods,2
185,eons,3
186,based,7
187,eras,2
188,integral,1
189,intercalation,1
190,atom,1
191,defined,9
192,movements,1
