,term,Unnamed: 0,cnt
15609,cusco,1029.0,1.0
15610,cuscomys,699.0,1.0
15611,cushing,80.0,1.0
15612,cushion,877.0,2.0
15613,cushions,826.0,1.0
15614,cushitic,303.0,3.0
15615,cushitic-speaking,733.0,1.0
15616,cushman,689.0,2.0
15617,cusip,285.0,1.0
15618,cusk,240.0,1.0
15619,cusp,1646.0,9.0
15620,cusps,354.0,9.0
15621,custodial,523.0,1.0
15622,custodian,1916.0,1.0
15623,custodians,790.0,2.0
15624,custody,2852.0,4.0
15625,custom,10802.0,15.0
15626,custom-built,512.0,5.0
15627,customarily,1979.0,7.0
15628,customary,1159.0,21.0
15629,customer,7004.0,13.0
15630,customers,8995.0,17.0
15631,customerssuch,540.0,1.0
15632,customisation,540.0,1.0
15633,customisations,323.0,1.0
15634,customise,685.0,2.0
15635,customization,523.0,2.0
15636,customizations,466.0,1.0
15637,customize,817.0,4.0
15638,customized,3011.0,6.0
15639,customizing,506.0,1.0
15640,customs,4960.0,39.0
15641,custos,1173.0,1.0
15642,cut-and-pasted,546.0,1.0
15643,cut-down,781.0,1.0
15644,cut-off,1031.0,1.0
15645,cut-scenes,40.0,1.0
15646,cut-up,238.0,1.0
15647,cutaneous,112.0,1.0
15648,cutback,85.0,1.0
15649,cutbacks,1395.0,5.0
15650,cute,939.0,1.0
15651,cuthbert,176.0,1.0
15652,cuticle,517.0,5.0
15653,cuticles,261.0,1.0
15654,cutie,686.0,1.0
15655,cutigliano,714.0,1.0
15656,cutler,670.0,1.0
15657,cutlery,1912.0,2.0
15658,cutlet,618.0,2.0
15659,cutoff,3859.0,9.0
15660,cuts,7298.0,16.0
15661,cutter,2064.0,7.0
15662,cutters,2271.0,2.0
15663,cutthroat,779.0,1.0
15664,cutting,12233.0,33.0
15665,cutting-and-pasting,558.0,1.0
15666,cutting-edge,1912.0,2.0
15667,cuttings,23.0,1.0
15668,cuttlebone,253.0,1.0
15669,cuttlefish,2004.0,2.0
15670,cuvier,2748.0,9.0
15671,cuvierian,659.0,1.0
15672,cuviers,1606.0,2.0
15673,cuyean,369.0,1.0
15674,cuyo,2026.0,14.0
15675,cvma,200.0,1.0
15676,cvma-funded,478.0,1.0
15677,cw-complexes,487.0,1.0
15678,cwsu,598.0,3.0
15679,cyan,30.0,2.0
15680,cyanamide,1534.0,2.0
15681,cyanate,520.0,1.0
15682,cyanates,373.0,1.0
15683,cyanea,1388.0,3.0
15684,cyanelles,432.0,2.0
15685,cyanide,2011.0,6.0
15686,cyanides,1063.0,1.0
15687,cyanoacetylene,1130.0,1.0
15688,cyanobacteria,5929.0,21.0
15689,cyanobacterial,275.0,1.0
15690,cyanolimnas,61.0,1.0
15691,cybele,499.0,4.0
15692,cyber,2924.0,5.0
15693,cyber-shot,422.0,1.0
15694,cyberbit,772.0,1.0
15695,cyberbullying,231.0,1.0
15696,cybercrimes,782.0,1.0
15697,cyberdyne,371.0,1.0
15698,cybernetics,198.0,1.0
15699,cyberpunk,676.0,1.0
15700,cyberspace,525.0,3.0
15701,cyberterrorism,12.0,1.0
15702,cyborg,1479.0,3.0
15703,cycads,1220.0,1.0
15704,cyclades,4074.0,4.0
15705,cycladic,1237.0,2.0
15706,cyclamate,642.0,1.0
15707,cyclamen,1157.0,1.0
15708,cycle,40479.0,225.0
15709,cycled,1447.0,1.0
15710,cycles,25930.0,86.0
15711,cyclesnuclear,3.0,1.0
15712,cyclic,6382.0,27.0
15713,cyclical,1068.0,7.0
15714,cyclically,1583.0,6.0
15715,cyclicity,218.0,1.0
15716,cyclide,594.0,1.0
15717,cycling,7262.0,16.0
15718,cyclists,212.0,1.0
15719,cyclogenesis,476.0,1.0
15720,cyclohexane,740.0,1.0
15721,cycloidal,531.0,1.0
15722,cyclone,5915.0,55.0
15723,cyclone-spawned,812.0,2.0
15724,cyclones,12625.0,43.0
15725,cyclonic,2308.0,11.0
15726,cyclonically,955.0,3.0
15727,cyclopaedia,203.0,1.0
15728,cyclopdia,58.0,1.0
15729,cyclopean,150.0,1.0
15730,cyclopedia,102.0,5.0
15731,cyclophorales,33.0,1.0
15732,cyclopropagative,157.0,1.0
15733,cyclopropane,169.0,1.0
15734,cyclops,1261.0,1.0
15735,cyclopyge,1080.0,1.0
15736,cyclosilicates,959.0,3.0
15737,cyclosporin,16.0,1.0
15738,cyclostratigraphy,101.0,1.0
15739,cyclostrophic,732.0,1.0
15740,cygni,162.0,1.0
15741,cygnus,579.0,2.0
15742,cylinder,4711.0,32.0
15743,cylinders,6507.0,13.0
15744,cylindric,179.0,2.0
15745,cylindrical,5195.0,39.0
15746,cymatics,332.0,1.0
15747,cymatosirales,123.0,1.0
15748,cymbal,804.0,2.0
15749,cymbellales,135.0,1.0
15750,cymophane,145.0,1.0
15751,cynic,669.0,1.0
15752,cynical,196.0,1.0
15753,cynicism,898.0,1.0
15754,cynics,756.0,1.0
15755,cynocephalus,76.0,1.0
15756,cynodon,1295.0,1.0
15757,cynodonts,678.0,1.0
15758,cynoglossidae,259.0,1.0
15759,cynophila,303.0,1.0
15760,cynthia,10.0,2.0
15761,cypress,793.0,1.0
15762,cypria,1336.0,3.0
15763,cyprian,1030.0,2.0
15764,cypriniformes,55.0,1.0
15765,cypriot,3445.0,2.0
15766,cyprus,1353.0,44.0
15767,cyrenaca,1466.0,1.0
15768,cyrenaica,667.0,22.0
15769,cyrenaican,365.0,1.0
15770,cyrenaicas,362.0,1.0
15771,cyrene,1478.0,8.0
15772,cyril,1294.0,2.0
15773,cyrillic,2379.0,6.0
15774,cyro,290.0,1.0
15775,cyrtocara,653.0,1.0
15776,cyrtozetes,423.0,1.0
15777,cyrus,3819.0,5.0
15778,cystic,1402.0,2.0
15779,cystoids,245.0,1.0
15780,cystophora,1195.0,1.0
15781,cysts,275.0,1.0
15782,cytidine,1250.0,1.0
15783,cytokine,424.0,1.0
15784,cytological,396.0,1.0
15785,cytoplasm,2710.0,18.0
15786,cytoplasmic,2327.0,8.0
15787,cytosine,1207.0,2.0
15788,cytoskeletal,293.0,2.0
15789,cytoskeleton,1986.0,2.0
15790,cytosol,2.0,1.0
15791,cytosolic,710.0,1.0
15792,cyzicus,863.0,2.0
15793,czanne,876.0,1.0
15794,czarist,623.0,1.0
15795,czars,75.0,1.0
15796,czech,10135.0,46.0
15797,czechoslovak,2057.0,2.0
15798,czechoslovakia,9752.0,16.0
15799,czechs,1037.0,2.0
15800,czna-,656.0,1.0
15801,cznej,935.0,1.0
15802,czochralski,386.0,1.0
15803,czuchowa,431.0,1.0
15804,czuchw,1326.0,1.0
15805,czuczor,595.0,1.0
15806,d-amino,768.0,1.0
15807,d-day,1050.0,1.0
15808,d-matrix,58.0,1.0
15809,d-morb,793.0,1.0
15810,d-ny,97.0,1.0
15811,d-type,566.0,7.0
15812,d-war,136.0,1.0
15813,daba,135.0,1.0
15814,dabbahu,1215.0,1.0
15815,dabbing,225.0,1.0
15816,dabbler,778.0,1.0
15817,dabes,176.0,1.0
15818,dabomey-calavi,442.0,1.0
15819,dabrtu,82.0,1.0
15820,dabruzzo,3128.0,3.0
15821,dacclimatation,233.0,1.0
15822,dace,649.0,1.0
15823,dachau,549.0,1.0
15824,dacia,17.0,1.0
15825,dacian,326.0,1.0
15826,dacians,413.0,1.0
15827,dacite,1203.0,10.0
15828,dacites,1085.0,3.0
15829,dacitic,580.0,4.0
15830,dacks,813.0,1.0
15831,dacoit,46.0,1.0
15832,dactyl,858.0,1.0
15833,dactylifera,340.0,1.0
15834,dactyloctenium,616.0,1.0
15835,dactylon,502.0,1.0
15836,dadaist,47.0,1.0
15837,dadam,1006.0,1.0
15838,dadara,403.0,1.0
15839,daedalus,713.0,1.0
15840,daegu,1092.0,1.0
15841,daeng,84.0,1.0
15842,daerah,2187.0,5.0
15843,daet,169.0,1.0
15844,daft,55.0,1.0
15845,dagelet,99.0,1.0
15846,dagestan,547.0,4.0
15847,dagger,763.0,1.0
15848,dagmar,44.0,1.0
15849,dagring,7.0,1.0
15850,dahab,771.0,4.0
15851,dahae,376.0,1.0
15852,dahhak,764.0,1.0
15853,dahl,262.0,7.0
15854,dahlgren,1147.0,1.0
15855,dahli,319.0,1.0
15856,dahmer,116.0,2.0
15857,dahna,301.0,2.0
15858,dahomey,617.0,1.0
15859,dahshur,401.0,1.0
15860,daibod,61.0,1.0
15861,daichi,598.0,1.0
15862,daigaku,67.0,3.0
15863,daigremontana,299.0,1.0
15864,daiguilhe,190.0,1.0
15865,daiichi,396.0,2.0
15866,daily,46027.0,139.0
15867,daimon,662.0,1.0
15868,daimons,724.0,1.0
15869,daimy,461.0,1.0
15870,daimys,153.0,2.0
15871,daines,333.0,1.0
15872,daintree,74.0,2.0
15873,dainty,1526.0,1.0
15874,dairoku,241.0,2.0
15875,dairy,3765.0,10.0
15876,daisy,1527.0,4.0
15877,daisy-chain,80.0,1.0
15878,daisyworld,367.0,1.0
15879,daiza,1702.0,1.0
15880,dajjal,21.0,1.0
15881,dakar,2039.0,4.0
15882,dakelh,147.0,1.0
15883,dakota,10533.0,24.0
15884,dakshinayana,466.0,1.0
15885,dalail,201.0,1.0
15886,dalarna,54.0,1.0
15887,dalby,1099.0,1.0
15888,dale,4530.0,8.0
15889,dalek,50.0,1.0
15890,dalembert,1387.0,6.0
15891,dalemberts,993.0,3.0
15892,dalerte,193.0,1.0
15893,dalexandrie,702.0,1.0
15894,daley,112.0,1.0
15895,dalhousie,1757.0,3.0
15896,dalian,1524.0,1.0
15897,dall,2770.0,3.0
15898,dallaire,948.0,1.0
15899,dallalfa,289.0,1.0
15900,dallas,2626.0,26.0
15901,dallasfort,248.0,1.0
15902,dallasite,399.0,1.0
15903,dallmeyer,893.0,1.0
15904,dalls,1656.0,1.0
15905,dalmanites,660.0,2.0
15906,dalmatia,1431.0,3.0
15907,dalmatian,793.0,1.0
15908,dalrymple,644.0,2.0
15909,dalseong,526.0,1.0
15910,dalton,2116.0,12.0
15911,daly,3247.0,6.0
15912,damage,19748.0,191.0
15913,damage-produced,491.0,1.0
15914,damaged,21913.0,65.0
15915,damages,6735.0,15.0
15916,damagethe,604.0,1.0
15917,damaging,3403.0,15.0
15918,damara,46.0,1.0
15919,damas,994.0,1.0
15920,damascus,1256.0,12.0
15921,dame,5079.0,7.0
15922,damer,214.0,1.0
15923,damghan,53.0,2.0
15924,damian,2563.0,3.0
15925,damietta,221.0,1.0
15926,damkina,239.0,1.0
15927,damm,230.0,3.0
15928,dammed,1700.0,2.0
15929,damming,599.0,2.0
15930,damnation,769.0,2.0
15931,damned,89.0,1.0
15932,damning,1087.0,1.0
15933,damnoen,897.0,1.0
15934,damnville,353.0,1.0
15935,damocles,160.0,1.0
15936,damocloid,19.0,1.0
15937,damocloids,249.0,3.0
15938,damour,995.0,1.0
15939,damp,5136.0,8.0
15940,damped,56.0,3.0
15941,dampen,27.0,1.0
15942,dampened,2182.0,2.0
15943,dampens,151.0,1.0
15944,dampier,123.0,2.0
15945,damping,1298.0,5.0
15946,damps,366.0,1.0
15947,dams,10597.0,13.0
15948,damselfish,519.0,3.0
15949,damselfishes,764.0,1.0
15950,damselfly,1817.0,1.0
15951,dana,2156.0,14.0
15952,danakil,2045.0,6.0
15953,danangombe,400.0,1.0
15954,danas,358.0,1.0
15955,dance,5784.0,39.0
15956,dancehall,1866.0,1.0
15957,dancer,854.0,3.0
15958,dancers,4039.0,4.0
15959,dances,3530.0,10.0
15960,dancing,6259.0,10.0
15961,dandelion,1778.0,2.0
15962,dandraia,366.0,1.0
15963,dane,486.0,1.0
15964,dane-zaa,128.0,1.0
15965,danel,1394.0,1.0
15966,danelaw,237.0,1.0
15967,danes,3847.0,8.0
15968,danesi,431.0,1.0
15969,danezaa,47.0,1.0
15970,danga,950.0,2.0
15971,danger,12454.0,42.0
15972,dangermond,172.0,1.0
15973,dangerous,39586.0,66.0
15974,dangerously,984.0,2.0
15975,dangers,5167.0,11.0
15976,dangling,481.0,1.0
15977,dani,1480.0,1.0
15978,daniel,5369.0,69.0
15979,daniels,216.0,1.0
15980,daniil,2130.0,2.0
15981,danilevsky,2177.0,1.0
15982,danilo,928.0,1.0
15983,danilov,141.0,1.0
15984,danin,226.0,2.0
15985,daninazarov,482.0,1.0
15986,danish,5533.0,62.0
15987,danish-educated,485.0,1.0
15988,danish-french,68.0,1.0
15989,danish-norwegian,1277.0,1.0
15990,danishdemocrat,1259.0,1.0
15991,danishicelandic,1363.0,2.0
15992,dannebrog,185.0,1.0
15993,dannunzio,395.0,1.0
15994,danny,1016.0,3.0
15995,dano-norwegian,955.0,1.0
15996,dans,187.0,1.0
15997,dansk,296.0,2.0
15998,dantan,1150.0,1.0
15999,dante,2857.0,6.0
16000,dantes,825.0,1.0
16001,dantley,172.0,2.0
16002,dantzig,41.0,1.0
16003,danube,4909.0,15.0
16004,danube-,705.0,1.0
16005,danube-sava,419.0,1.0
16006,danubes,1049.0,1.0
16007,danubian,629.0,2.0
16008,danville,628.0,2.0
16009,danzig,951.0,1.0
16010,daocheng,660.0,1.0
16011,daoguang,144.0,1.0
16012,daoism,8.0,1.0
16013,daoste,1190.0,1.0
16014,daoust,919.0,5.0
16015,daphne,990.0,1.0
16016,daphnis,412.0,2.0
16017,dapping,22.0,1.0
16018,daption,50.0,1.0
16019,daqingshanite,209.0,1.0
16020,dara,906.0,2.0
16021,darabad,1087.0,1.0
16022,daraniyagala,746.0,1.0
16023,darat,170.0,1.0
16024,darboux,110.0,1.0
16025,darby,40.0,1.0
16026,dardanelles,4296.0,11.0
16027,dardanians,1144.0,2.0
16028,dardanus,772.0,1.0
16029,dardo,1847.0,1.0
16030,dare,2449.0,38.0
16031,dares,496.0,1.0
16032,darfur,826.0,1.0
16033,dari,639.0,2.0
16034,darica,27.0,1.0
16035,darin,1658.0,3.0
16036,daring,2051.0,2.0
16037,daring-class,1083.0,1.0
16038,dario,1014.0,2.0
16039,darius,1111.0,2.0
16040,dariuss,1260.0,1.0
16041,darjeeling,763.0,3.0
16042,dark,60842.0,497.0
16043,dark-colored,180.0,1.0
16044,dark-coloured,301.0,1.0
16045,dark-energy-dominated,289.0,1.0
16046,dark-grey,565.0,3.0
16047,dark-humored,194.0,1.0
16048,darkangelfancom,254.0,1.0
16049,darken,2177.0,3.0
16050,darkened,3470.0,5.0
16051,darkening,1362.0,10.0
16052,darkenings,665.0,1.0
16053,darkens,95.0,1.0
16054,darker,11784.0,20.0
16055,darker-toned,550.0,1.0
16056,darkest,641.0,4.0
16057,darkness,6774.0,20.0
16058,darlandes,360.0,1.0
16059,darley,146.0,1.0
16060,darling,275.0,2.0
16061,darlingr,86.0,1.0
16062,darlington,122.0,1.0
16063,darna,131.0,1.0
16064,daro,796.0,1.0
16065,darod,1097.0,1.0
16066,daros,2326.0,1.0
16067,darpa,2968.0,8.0
16068,darrans,62.0,1.0
16069,darrest,616.0,1.0
16070,darryl,300.0,1.0
16071,dart,4874.0,8.0
16072,darter,625.0,1.0
16073,darters,44.0,1.0
16074,darthur,1031.0,1.0
16075,dartmoor,3928.0,3.0
16076,dartmouth,465.0,5.0
16077,darul,171.0,1.0
16078,darussalam,630.0,3.0
16079,darvaza,50.0,1.0
16080,darwin,11484.0,93.0
16081,darwin-wallace,732.0,1.0
16082,darwine,576.0,1.0
16083,darwinian,594.0,9.0
16084,darwinism,4661.0,26.0
16085,darwinist,941.0,1.0
16086,darwinists,269.0,1.0
16087,darwins,5001.0,39.0
16088,darya,41.0,12.0
16089,dasavathaaram,711.0,2.0
16090,dasch,44.0,1.0
16091,dascylium,54.0,1.0
16092,dash,2141.0,8.0
16093,dashavathaaram,183.0,1.0
16094,dashed,1389.0,2.0
16095,dashi,397.0,1.0
16096,dashing,158.0,1.0
16097,dasht,126.0,1.0
16098,dasht-e,965.0,23.0
16099,dasht-e-lut,225.0,1.0
16100,dasht-i-loot,50.0,1.0
16101,dasht-i-lut,99.0,1.0
16102,dasmann,627.0,1.0
16103,dassier,219.0,1.0
16104,dasti,1638.0,1.0
16105,dasymeter,54.0,2.0
16106,data,61514.0,976.0
16107,data-analysis,472.0,1.0
16108,data-bases,294.0,1.0
16109,data-binding,654.0,1.0
16110,data-gathering,379.0,1.0
16111,data-sets,52.0,1.0
16112,database,20634.0,95.0
16113,databases,9495.0,40.0
16114,datacenter,367.0,1.0
16115,datacite,384.0,2.0
16116,dataover,244.0,1.0
16117,dataset,1789.0,5.0
16118,datasets,2220.0,3.0
16119,datatype,246.0,1.0
16120,datatypes,728.0,3.0
16121,datatyping,11.0,1.0
16122,date,37664.0,207.0
16123,dated,23075.0,65.0
16124,dateline,1157.0,4.0
16125,datelines,1818.0,1.0
16126,dates,33724.0,100.0
16127,dating,45604.0,93.0
16128,datingand,749.0,1.0
16129,dative,42.0,1.0
16130,datman,745.0,1.0
16131,datum,1108.0,324.0
16132,datums,3108.0,68.0
16133,datumtran,32.0,1.0
16134,datura,152.0,1.0
16135,daud,2102.0,3.0
16136,daudelin,1603.0,2.0
16137,daugavpils,1153.0,1.0
16138,daughter,4166.0,62.0
16139,daughterless,699.0,1.0
16140,daughters,8768.0,14.0
16141,daui,467.0,1.0
16142,daulatpursaturia,184.0,1.0
16143,daultipur-salturia,336.0,1.0
16144,daunting,167.0,1.0
16145,dauphine,425.0,1.0
16146,daurian,139.0,1.0
16147,dautomne,284.0,1.0
16148,davao,459.0,6.0
16149,dave,2839.0,18.0
16150,davey,882.0,2.0
16151,david,35603.0,157.0
16152,davida,1387.0,5.0
16153,davidianus,327.0,1.0
16154,davidite,258.0,1.0
16155,davidson,1150.0,7.0
16156,davies,336.0,1.0
16157,davin,46.0,1.0
16158,davinci,41.0,1.0
16159,davis,14132.0,35.0
16160,davis-monthan,342.0,1.0
16161,daviss,14.0,1.0
16162,davo,334.0,1.0
16163,davos,920.0,2.0
16164,davray,555.0,1.0
16165,davy,862.0,2.0
16166,dawa,926.0,2.0
16167,dawei,1299.0,1.0
16168,dawkins,1265.0,6.0
16169,dawlat,563.0,1.0
16170,dawn,6428.0,44.0
16171,dawns,650.0,2.0
16172,dawood,99.0,1.0
16173,dawson,3195.0,3.0
16174,daxi,225.0,1.0
16175,day-night,12.0,1.0
16176,day-themed,335.0,1.0
16177,day-to-day,3381.0,7.0
16178,dayabout,401.0,1.0
16179,dayak,1108.0,1.0
16180,dayaks,246.0,2.0
16181,dayala,219.0,1.0
16182,dayan,436.0,1.0
16183,daybreak,1639.0,1.0
16184,daybreakers,798.0,2.0
16185,daybut,298.0,1.0
16186,daydie,69.0,1.0
16187,daydream,55.0,3.0
16188,daydream-ready,690.0,1.0
16189,daydreaming,959.0,1.0
16190,daydreams,1603.0,1.0
16191,dayfor,1000.0,1.0
16192,dayglow,640.0,1.0
16193,dayis,1032.0,1.0
16194,daylight,12592.0,32.0
16195,daynight,412.0,2.0
16196,days,41880.0,469.0
16197,daysand,1.0,1.0
16198,dayside,1031.0,4.0
16199,daysyear,216.0,1.0
16200,daytime,9402.0,23.0
16201,dayton,238.0,1.0
16202,daytona,1600.0,3.0
16203,dazur,451.0,2.0
16204,dbendorf,165.0,1.0
16205,dbkm,1156.0,1.0
16206,dbms,186.0,1.0
16207,dc-based,925.0,1.0
16208,dcaa,134.0,1.0
16209,dchp,1638.0,5.0
16210,dclaration,491.0,1.0
16211,dcma,61.0,1.0
16212,dcns,188.0,3.0
16213,dcret,238.0,1.0
16214,dcsred,492.0,1.0
16215,dd-mm-yyyy,465.0,1.0
16216,ddos,513.0,1.0
16217,ddts,190.0,1.0
16218,de-confessionalisation,561.0,1.0
16219,de-emphasise,813.0,1.0
16220,de-energizing,350.0,1.0
16221,de-extinction,791.0,1.0
16222,de-glaciated,163.0,1.0
16223,de-greenlandification,1513.0,1.0
16224,de-icing,1731.0,3.0
16225,de-institutionalization,665.0,1.0
16226,de-literalized,1274.0,1.0
16227,de-metaphorize,903.0,1.0
16228,de-orbited,348.0,2.0
16229,de-orbiting,954.0,1.0
16230,de-stalinization,757.0,1.0
16231,de-watering,68.0,1.0
16232,deaconesses,202.0,1.0
16233,deacons,2121.0,5.0
16234,deactivated,218.0,1.0
16235,dead,44586.0,327.0
16236,deadliest,8855.0,17.0
16237,deadline,2909.0,6.0
16238,deadlines,1142.0,1.0
16239,deadliness,774.0,1.0
16240,deadly,16010.0,19.0
16241,deadweight,371.0,3.0
16242,deaf,927.0,2.0
16243,deal,33022.0,75.0
16244,deala,1362.0,1.0
16245,dealer,978.0,2.0
16246,dealers,1285.0,4.0
16247,dealership,423.0,1.0
16248,dealing,4009.0,28.0
16249,dealings,2910.0,4.0
16250,dealkalization,66.0,1.0
16251,deals,7456.0,29.0
16252,dealt,4514.0,13.0
16253,dealumination,11.0,1.0
16254,deamer,926.0,1.0
16255,dean,5809.0,21.0
16256,deane,1888.0,1.0
16257,deaneries,176.0,2.0
16258,deanery,1549.0,5.0
16259,dearmer,388.0,1.0
16260,deas,1388.0,2.0
16261,dease,1139.0,4.0
16262,deasil,213.0,1.0
16263,death,77605.0,413.0
16264,death-thought,613.0,2.0
16265,deathlands,777.0,1.0
16266,deathless,1322.0,1.0
16267,deathquake,59.0,1.0
16268,deaths,44094.0,87.0
16269,debakey,300.0,1.0
16270,debal,295.0,1.0
16271,debarking,557.0,1.0
16272,debatable,2915.0,4.0
16273,debate,54305.0,109.0
16274,debated,7869.0,35.0
16275,debatedcertainly,370.0,1.0
16276,debatedof,744.0,1.0
16277,debates,7519.0,17.0
16278,debating,648.0,3.0
16279,debelius,169.0,1.0
16280,debiased,230.0,1.0
16281,debilitating,580.0,2.0
16282,debility,641.0,1.0
16283,deblina,113.0,1.0
16284,deborah,29.0,1.0
16285,debra,11.0,1.0
16286,debrecen,1398.0,3.0
16287,debrief,972.0,1.0
16288,debris,3061.0,128.0
16289,debt,8245.0,34.0
16290,debtors,110.0,3.0
16291,debts,2131.0,7.0
16292,debuccalization,1032.0,1.0
16293,debug,265.0,1.0
16294,debugged,117.0,1.0
16295,debugger,374.0,2.0
16296,debunk,262.0,3.0
16297,debunking,17.0,1.0
16298,debus,419.0,4.0
16299,debusschere,305.0,1.0
16300,debut,2306.0,17.0
16301,debuted,681.0,2.0
16302,debye,399.0,1.0
16303,deca,279.0,1.0
16304,decad,1388.0,1.0
16305,decadal,2312.0,4.0
16306,decade,50326.0,74.0
16307,decade-long,144.0,2.0
16308,decadence,388.0,1.0
16309,decades,49491.0,189.0
16310,decades-long,203.0,1.0
16311,decadeshas,1278.0,1.0
16312,decaen,1459.0,2.0
16313,decagonal,799.0,1.0
16314,decagram,1009.0,1.0
16315,decalogues,208.0,1.0
16316,decameron,838.0,1.0
16317,decapod,527.0,5.0
16318,decapoda,751.0,1.0
16319,decapods,1883.0,6.0
16320,decarbonizer,595.0,1.0
16321,decarboxylation,46.0,1.0
16322,decare,124.0,1.0
16323,decartelization,1603.0,2.0
16324,decathlon,54.0,1.0
16325,decay,20887.0,125.0
16326,decayas,562.0,1.0
16327,decayed,4974.0,8.0
16328,decaying,3261.0,8.0
16329,decays,4081.0,16.0
16330,decca,2192.0,4.0
16331,deccan,5267.0,17.0
16332,deceased,4064.0,44.0
16333,deceaseds,262.0,3.0
16334,decedent,862.0,1.0
16335,decedents,2274.0,3.0
16336,deceit,67.0,1.0
16337,deceive,404.0,1.0
16338,deceived,1271.0,1.0
16339,deceiving,655.0,1.0
16340,decelerate,0.0,2.0
16341,decelerated,724.0,3.0
16342,decelerates,48.0,1.0
16343,decelerating,1479.0,5.0
16344,deceleration,3064.0,16.0
16345,december,39382.0,449.0
16346,decembrist,1554.0,1.0
16347,decent,372.0,1.0
16348,decentralization,2053.0,2.0
16349,decentralizationstatecountytownshipmost,1095.0,1.0
16350,decentralize,300.0,1.0
16351,decentralized,4111.0,7.0
16352,decentralizing,970.0,1.0
16353,deception,1008.0,5.0
16354,deceptive,632.0,3.0
16355,deceptively,520.0,1.0
16356,decibels,580.0,2.0
16357,decidability,339.0,1.0
16358,decide,4495.0,19.0
16359,decided,23092.0,95.0
16360,decidedly,1173.0,4.0
16361,decides,1260.0,3.0
16362,deciding,3965.0,6.0
16363,decidua,111.0,1.0
16364,deciduous,1756.0,14.0
16365,decile,328.0,2.0
16366,decimal,2922.0,29.0
16367,decimal-based,125.0,2.0
16368,decimalisation,70.0,1.0
16369,decimated,2826.0,3.0
16370,decimeter,1142.0,4.0
16371,decimetre,476.0,1.0
16372,decipher,1277.0,1.0
16373,deciphering,1081.0,1.0
16374,decipherment,1017.0,1.0
16375,decision,42082.0,79.0
16376,decision-makers,1305.0,4.0
16377,decision-making,2825.0,13.0
16378,decision-support,195.0,1.0
16379,decisions,8684.0,39.0
16380,decisions-makers,229.0,1.0
16381,decisive,7210.0,14.0
16382,decisively,2996.0,4.0
16383,decisiveness,458.0,1.0
16384,decius,1025.0,1.0
16385,deck,2181.0,20.0
16386,decken,155.0,1.0
16387,decks,658.0,2.0
16388,declaimed,223.0,1.0
16389,declaration,14170.0,51.0
16390,declarations,1565.0,3.0
16391,declarative,1270.0,9.0
16392,declaratory,651.0,1.0
16393,declare,12804.0,23.0
16394,declared,37584.0,128.0
16395,declares,3509.0,5.0
16396,declaring,4492.0,15.0
16397,declassified,218.0,3.0
16398,declension,1042.0,7.0
16399,declensional,359.0,1.0
16400,declensions,862.0,1.0
16401,declination,6866.0,19.0
16402,decline,52861.0,102.0
16403,declined,33638.0,56.0
16404,declines,3908.0,8.0
16405,declining,16727.0,28.0
16406,decluttering,699.0,3.0
16407,decnumber,160.0,1.0
16408,deco,768.0,2.0
16409,decode,2174.0,4.0
16410,decoded,4121.0,9.0
16411,decoder,1284.0,3.0
16412,decoders,246.0,4.0
16413,decoding,200.0,4.0
16414,decollement,689.0,5.0
16415,decolonisation,495.0,2.0
16416,decolonization,1295.0,2.0
16417,decolorisation,263.0,1.0
16418,decommission,1420.0,2.0
16419,decommissioned,2005.0,6.0
16420,decommissioning,659.0,1.0
16421,decompose,4446.0,13.0
16422,decomposed,6792.0,15.0
16423,decomposer,1176.0,1.0
16424,decomposers,2895.0,5.0
16425,decomposes,3966.0,6.0
16426,decomposing,3118.0,11.0
16427,decomposition,13767.0,52.0
16428,decompositionled,339.0,1.0
16429,decompositions,910.0,2.0
16430,decompresses,550.0,1.0
16431,decompression,4570.0,20.0
16432,deconstruct,351.0,1.0
16433,deconstruction,698.0,4.0
16434,deconstructionism,169.0,2.0
16435,deconstructionist,762.0,1.0
16436,decontaminate,1638.0,2.0
16437,decorate,1499.0,2.0
16438,decorated,9204.0,17.0
16439,decorating,1033.0,2.0
16440,decoration,5320.0,4.0
16441,decorations,6612.0,6.0
16442,decorative,1578.0,9.0
16443,decouple,171.0,2.0
16444,decoupled,519.0,3.0
16445,decoupling,1788.0,11.0
16446,decoy,1116.0,1.0
16447,decoys,498.0,1.0
16448,decrease,27337.0,85.0
16449,decreased,15087.0,46.0
16450,decreases,17033.0,104.0
16451,decreasing,10826.0,56.0
16452,decree,2678.0,11.0
16453,decree-law,370.0,1.0
16454,decreed,2272.0,4.0
16455,decrees,3434.0,6.0
16456,decrement,82.0,1.0
16457,decrepit,494.0,1.0
16458,decretum,568.0,1.0
16459,decriannus,463.0,1.0
16460,decriminalize,43.0,1.0
16461,decriminalized,2257.0,1.0
16462,decryption,585.0,2.0
16463,dedari,1420.0,1.0
16464,deddy,1784.0,1.0
16465,dededo,567.0,2.0
16466,dedekind,81.0,1.0
16467,dedicate,951.0,1.0
16468,dedicated,17065.0,88.0
16469,dedicating,409.0,1.0
16470,dedication,1795.0,6.0
16471,dedicatory,255.0,4.0
16472,deduce,4683.0,7.0
16473,deduced,5578.0,16.0
16474,deduces,135.0,1.0
16475,deducing,773.0,3.0
16476,deductions,943.0,2.0
16477,deductive,712.0,3.0
16478,dee-double-prime,351.0,1.0
